Organization Name,Organization Name URL,Headquarters Location,Full Description,Operating Status,Company Type,Last Funding Type,Diversity Spotlight (US Headquarters Only),Founded Date,Founded Date Precision,Industries
Jet Advisors,https://www.crunchbase.com/organization/jet-advisors,"Bedford, Massachusetts, United States",,Active,For Profit,,,2003-01-01,year,"Aerospace, Consulting, Transportation"
KTM Solutions,https://www.crunchbase.com/organization/ktm-solutions,"Greer, South Carolina, United States",,Active,For Profit,,,2005-01-01,year,"Aerospace, Manufacturing, Mechanical Engineering"
AirReady MRO Services,https://www.crunchbase.com/organization/airready-mro-services,"Melbourne, Arkansas, United States",,Active,For Profit,,,2007-05-01,day,Aerospace
Trenchant Analytics,https://www.crunchbase.com/organization/trenchant-analytics,"Chantilly, Virginia, United States",,Active,For Profit,,,2004-01-01,year,"Aerospace, Financial Services, Knowledge Management, Project Management"
Vantage Components,https://www.crunchbase.com/organization/vantage-components,"Holtsville, New York, United States",,Active,For Profit,,,2008-01-01,year,"Aerospace, Electronics, Hardware"
Jhexagon,https://www.crunchbase.com/organization/jhexagon,"Nyack, New York, United States",,Active,For Profit,,,2004-01-01,year,"Aerospace, Professional Services, Software"
Power Avionics & Accessories,https://www.crunchbase.com/organization/power-avionics-accessories,"Fort Lauderdale, Florida, United States",,Active,For Profit,,,2003-01-01,month,"Aerospace, Air Transportation, Mechanical Engineering"
SpacePolicyOnline.com,https://www.crunchbase.com/organization/spacepolicyonline-com,"Arlington, Virginia, United States","SpacePolicyOnline.com is an online platform, providing news, information, and analysis about the policy aspects of the full scope of the U.S. space program, civil, military, and commercial as well as international space activities and space law. SpacePolicyOnline.com was founded by Marcia S. Smith, who has almost four decades of experience in space policy, including 31 years at the Congressional Research Service on Capitol Hill, and three at the National Research Council’s Space Studies Board and Aeronautics and Space Engineering Board. It is based in Arlington, V.A.",Active,For Profit,,,2008-01-01,year,"Aerospace, National Security, News"
Daher Kodiak,https://www.crunchbase.com/organization/daher-kodiak,"Sandpoint, Idaho, United States",,Active,For Profit,,,2007-01-01,year,"Aerospace, Industrial, Manufacturing"
Dualos,https://www.crunchbase.com/organization/dualos,"Tacoma, Washington, United States",,Active,For Profit,,,2008-01-01,year,"Aerospace, Air Transportation, Business Development, Manufacturing"
Aero-Vac Alloys & Forge,https://www.crunchbase.com/organization/aero-vac-alloys-forge,"Kalama, Washington, United States","Aero-Vac Alloys & Forge provides aviation and aerospace component manufacturing services. They also offer alloy steels, nickel-based alloys, precision grinding, milling turning, thermal processing, testing, stainless steel, aluminum, and vacuum melted alloy steel products.",Active,For Profit,,,2008-01-01,year,"Aerospace, Manufacturing, Mechanical Engineering"
Chicago Jet Group,https://www.crunchbase.com/organization/chicago-jet-group,"Sugar Grove, Illinois, United States","Chicago Jet Group provides aircraft management, charter services, aircraft avionics, aircraft maintenance, aircraft acquisition, prepurchase evaluation, and aircraft consulting services. They offer the safest air transportation available, with the highest level of customer service to create the most possible value. They offer the honeywell avionics protection plan at competitive pricing, protecting your aircraft avionics investment for a minimal fee.",Active,For Profit,,,2003-01-01,year,"Air Transportation, Consulting, Technical Support, Transportation"
MTI Aviation Inc,https://www.crunchbase.com/organization/mti-aviation-inc,"Miami, Florida, United States",,Active,For Profit,,,2004-09-24,day,"Aerospace, Quality Assurance, Service Industry"
The Ac Outlet,https://www.crunchbase.com/organization/the-ac-outlet,"Hallandale, Florida, United States",,Active,For Profit,,,2008-01-01,day,"Air Transportation, Commercial, Retail"
Exclusive Charter Service Inc,https://www.crunchbase.com/organization/exclusive-charter-service-inc,"West Palm Beach, Florida, United States",,Active,For Profit,,,2004-01-01,year,Air Transportation
10 Tanker Air Carrier,https://www.crunchbase.com/organization/10-tanker-air-carrier,"Albuquerque, New Mexico, United States",,Active,For Profit,,,2003-01-01,year,"Aerospace, Air Transportation, Military"
Davis Strategic Innovations,https://www.crunchbase.com/organization/davis-strategic-innovations,"Huntsville, Alabama, United States","DSI, Inc. is dedicated to providing the highest quality research, analysis, solutions, and education to enhance our national security and space program. We focus on helping our clients provide Engineering and Technical Services for Aerospace, Defense, and Homeland Security.",Active,For Profit,,,2006-08-01,month,"Aerospace, Information Technology, Military, Professional Services, Public Safety, Software Engineering"
Eagle's Wings Air,https://www.crunchbase.com/organization/eagle-s-wings-air,"Fort Wayne, Indiana, United States","Eagle's Wings Air offer air transportation services for funeral service professionals to coordinate the air transportation of human remains from one funeral home to another. They provide software for searching for the best routing option, taking into account weather, cargo capacity, cost, and more. Their services include tracking, anticipating, monitoring, and recovery service.",Active,For Profit,,,2007-01-01,year,"Air Transportation, Logistics, Reservations, Transportation"
Qualified Technologies,https://www.crunchbase.com/organization/qualified-technologies-6ac2,"Upland, California, United States","Qualified Technologies provides preventive and predictive maintenance on environmental control systems, including pneumatic, hydraulic, and electro-mechanical components and sub-systems for both private and commercial aircraft.",Active,For Profit,,,2004-01-01,year,"Aerospace, Environmental Engineering, Home Services"
Holdshort Aviation Systems,https://www.crunchbase.com/organization/holdshort-aviation-systems,"Carson City, Nevada, United States",,Active,For Profit,,,2003-01-01,year,"Air Transportation, Information Technology, Software"
Upper Limit Aviation,https://www.crunchbase.com/organization/upper-limit-aviation-01ac,"Salt Lake City, Utah, United States","Upper Limit Aviation is a flight academy that provides pilot training. Their programs include private pilot certificate, instrument rating, multi-engine add-on, commercial pilot certificate, and certified flight instructor. They offers customer support through email and phone contact.",Active,For Profit,,,2004-01-01,year,"Aerospace, Education, Training"
Syscom Advanced Materials,https://www.crunchbase.com/organization/syscom-advanced-materials,"Columbus, Ohio, United States","Syscom Advanced Materials provides agsis, amber strand, liberator, and data sheets services. They offer proven, tested, and cutting-edge products. Their customers contact through phone, email, and online applications.",Active,For Profit,,,2005-01-01,year,"Advanced Materials, Aerospace, Manufacturing"
New Flight Charters,https://www.crunchbase.com/organization/new-flight-charters,"Jackson, Wyoming, United States","New Flight Charters arranges custom domestic and international private flights. Their jet charter listings include floating fleets and empty legs. Their services include private jet and aircraft charter worldwide, a jet charter listings directory nationwide, and hole air charter flights.",Active,For Profit,,,2004-01-01,year,"Aerospace, Fleet Management, Travel Agency"
Envoy Aerospace,https://www.crunchbase.com/organization/envoy-aerospace,"Aurora, Illinois, United States","Envoy Aerospace provides services like project management, electrical and mechanical systems approvals, software approvals, flammability approvals, interior compliance, flight test analysis, flight tests, flight manual supplement approvals, conformity inspections, airworthiness certificates, and export airworthiness approvals.",Active,For Profit,,,2005-01-01,year,"Aerospace, Air Transportation, Industrial Engineering"
Inav,https://www.crunchbase.com/organization/inav-group-llc,"Crystal Lake, Illinois, United States","Inav provides tailored engine and airframe product support services. They also provide aircraft engines, engine material, aircraft parts, race paperwork, material certification, and AOG support services. Their customer support through email and contact number.",Active,For Profit,,,2004-01-01,year,"Aerospace, Commercial, Customer Service"
Windspeed Technologies,https://www.crunchbase.com/organization/windspeed-technologies,"Everett, Washington, United States",,Active,For Profit,,,2006-01-01,day,"Aerospace, Mechanical Engineering"
Scientic,https://www.crunchbase.com/organization/scientic,"Huntsville, Alabama, United States","Scientic provides solutions and services in the area of test and evaluation, modeling and simulation, systems analysis, and technology development for the army, air force, and navy. Their customers contact through email and phone.",Active,For Profit,,,2008-01-01,year,"Aerospace, Electronics, Mechanical Engineering"
Avianis Systems,https://www.crunchbase.com/organization/avianis-systems,"Austin, Texas, United States",,Active,For Profit,,,2007-01-01,day,"Aerospace, Information Services, Software"
Aviation Asset Trading,https://www.crunchbase.com/organization/aviation-asset-trading,"Elgin, Illinois, United States","Aviation Asset Trading specializes in the buying, selling, leasing, and exchange of surplus aircraft and engine parts, components, accessories, and commercial jet engines. They utilize the latest in industry-specific software and systems in supporting our commitment to fulfilling the needs and requirements of their suppliers, customers, manufacturers, and repair shops.",Active,For Profit,,,2003-01-01,year,"Aerospace, Air Transportation, Retail"
Firstmark Controls,https://www.crunchbase.com/organization/firstmark-controls,"Creedmoor, North Carolina, United States","Firstmark Controls proven legacy in the aviation, automotive, medical, space, and general industry sectors, rugged products have been serving the demanding needs of customers. Beyond providing the most customizable product offering on the market, Firstmark's off-the-shelf aerospace-grade transducers.",Active,For Profit,,,2007-01-01,year,"Aerospace, Automotive, Commercial"
Global Parts Support,https://www.crunchbase.com/organization/global-parts-support,"Fort Lauderdale, Florida, United States",,Active,For Profit,,,2003-01-01,year,"Aerospace, GPS, Manufacturing"
Green and Hill Industries Inc,https://www.crunchbase.com/organization/green-and-hill-industries-inc,"Coral Springs, Florida, United States",,Active,For Profit,,,2008-01-01,day,"Aerospace, Industrial, Manufacturing"
Aero Hose Corp.,https://www.crunchbase.com/organization/aero-hose-corp,"Orange Park, Florida, United States",,Active,For Profit,,,2004-01-01,year,"Aerospace, Machinery Manufacturing, Manufacturing"
FlightProfiler,https://www.crunchbase.com/organization/flightprofiler,"Brook, Indiana, United States","FlightProfiler technology reduces Controlled Flight into Terrain and Loss of Control by enabling VTOL, UAS, GA & ATC to effectively manage vehicle movement with respect to weather constraints. This is accomplished by providing real-time, 3D atmospheric situational awareness, including for Low Altitude & Beyond Visual Line of Sight airspace. Among other benefits, this helps reduce inadvertent VFR flight into IMC and prevent violations of Federal Aviation Regulations.",Active,For Profit,Grant,,2006-01-01,year,"3D Technology, Aerospace, Air Transportation"
Flextron Circuit Assembly,https://www.crunchbase.com/organization/flextron-circuit-assembly,"Wood Dale, Illinois, United States","Flextron Circuit Assembly is an aerospace (AS9100), medical (ISO13485), defense, industrial & commercial electronics contract manufacturer. Their team has experience-PCB manufacturing and PCB assembly, including prototype and production. Their company provides fast, flexible prototypes and small volume electronic assembly direct to engineers, with instant online quoting and ordering. From consumer electronics, appliances, and Smartphones to industrial controls, avionics, guidance systems, telecommunications and automotive, commercial lighting, and medical, users serve a wide range of industries.",Active,For Profit,,,2005-01-01,year,"Aerospace, Consumer Electronics, Electronics, Manufacturing"
Sun Display Systems,https://www.crunchbase.com/organization/sun-display-systems,"Fairfield, New Jersey, United States",,Active,For Profit,,,2009-01-01,year,"Aerospace, Manufacturing, Mechanical Engineering"
Imperial Moving & Storage,https://www.crunchbase.com/organization/imperial-moving-storage,"New York, New York, United States",,Active,For Profit,,,2006-01-01,year,"Air Transportation, Shipping, Transportation, Water Transportation"
Avsource International,https://www.crunchbase.com/organization/avsource-international,"Miami, Florida, United States","Avsource International provides aircraft parts and equipment. The company provides commercial, regional, and general aircraft parts.  They provide engine components, interiors, landing gear, and avionics for aircraft. It serves various industries including the aviation industry, maintenance and overhaul facilities, regional and military operators, and other suppliers.",Active,For Profit,,,2003-01-01,year,"Aerospace, Delivery, Wholesale"
True-Course Aviation Insurance,https://www.crunchbase.com/organization/true-course-aviation-insurance,"Camarillo, California, United States",,Active,For Profit,,,2009-01-01,day,"Aerospace, Financial Services, Insurance"
Desert Jet,https://www.crunchbase.com/organization/desert-jet,"Thermal, California, United States",,Active,For Profit,,,2007-01-01,year,"Air Transportation, Commercial, Transportation"
AirInsight,https://www.crunchbase.com/organization/airinsight,"Baltimore, Maryland, United States",,Active,For Profit,,,2007-01-01,year,"Aerospace, Marketing, Media and Entertainment"
NewGenAerospace,https://www.crunchbase.com/organization/newgenaerospace,"Lake Villa, Illinois, United States",,Active,For Profit,,,2005-01-01,year,"Aerospace, Leasing, Supply Chain Management, Transportation"
Take Flight Aviation,https://www.crunchbase.com/organization/take-flight-aviation,"Montgomery, New York, United States","Take Flight Aviation offers aviation training services. Their training includes private pilot, multi engine training, custom flight training, aircraft maintenance, and aircraft sales. They offers customer support through phone contact.",Active,For Profit,,,2009-01-01,year,"Aerospace, Training"
UAPx,https://www.crunchbase.com/organization/uapx,"Lake Panasoffkee, Florida, United States",,Active,For Profit,,,2004-01-01,year,"Aerospace, Analytics, Non Profit"
ITL USA,https://www.crunchbase.com/organization/itl-usa,"Reno, Nevada, United States","ITL USA is formed with the notion of providing very high levels of customized solutions for small to mid-sized companies looking for personalized service at a competitive price. They have built strong relationships with other world-class business partners, backed by solid reputations built on impeccable service. They are committed to quality, integrity, and the pursuit of customer services par excellence. Their team of experts manages everything from value-added services such as customs clearance, warehousing and distribution, nationwide multimodel transportation road, air, rail, and ocean to FTL, LTL, and domestic drayage offering them door-to-door solutions.",Active,For Profit,,,2009-01-01,year,"Air Transportation, Logistics, Marine Transportation, Warehousing"
BlueSkyJets,https://www.crunchbase.com/organization/blueskyjets,"Palm Beach Shores, Florida, United States","BlueSky Jets is a private jet charter company. BlueSky maintains relationships with highly rated Part 135 operators. These operators manage aircraft for charter purposes. BlueSky is able to provide significant savings versus its competition. BlueSky's programs include Charter (pay as you go) and Jet Card (pre paid charter). BlueSky has a perfect safety record with no incidents reported. BlueSky is able to arrange travel anywhere in the world within 10 hours of notification. They arrange ground services as well as services in the air. BlueSky monitors each of its clients from departure until they reach their final destination. BlueSky sevices elite individuals, Major Corporations, athletes celebrities, sports stars, agents, managers etc.......",Active,For Profit,,,2006-01-01,year,Aerospace
Atlantic Jet Support,https://www.crunchbase.com/organization/atlantic-jet-support,"Coconut Creek, Florida, United States",,Active,For Profit,,,2004-01-01,year,"Aerospace, Technical Support"
MAIS INDUSTRIES,https://www.crunchbase.com/organization/mais-industries,"San Diego, California, United States",,Active,For Profit,,,2006-01-01,year,"Aerospace, Chemical, Manufacturing"
APP Jet Center,https://www.crunchbase.com/organization/app-jet-center,"Fort Pierce, Florida, United States","APP Jet Center is a fixed–base operator (""FBO"") that owns and operates essential aviation infrastructure.",Active,For Profit,,,2009-01-01,year,"Aerospace, Infrastructure, Service Industry"
Alliance Air Parts,https://www.crunchbase.com/organization/alliance-air-parts,"Oklahoma City, Oklahoma, United States",,Active,For Profit,,,2006-01-01,year,"Air Transportation, Manufacturing, Supply Chain Management, Transportation"
Eways Aviation,https://www.crunchbase.com/organization/eways-aviation,"Miami Lakes, Florida, United States",,Active,For Profit,,,2003-01-01,year,"Aerospace, Machinery Manufacturing, Professional Services"
Job Aire Group,https://www.crunchbase.com/organization/job-aire-group,"Tucson, Arizona, United States",,Active,For Profit,,,2007-01-01,year,"Advice, Aerospace, Field Support"
Venture Aerobearings,https://www.crunchbase.com/organization/venture-aerobearings,"Ladson, South Carolina, United States",,Active,For Profit,,,2007-01-01,year,"Aerospace, Industrial, Machinery Manufacturing, Manufacturing"
Salt River Aviation,https://www.crunchbase.com/organization/salt-river-aviation,"Chandler, Arizona, United States",,Active,For Profit,,,2006-01-01,year,"Aerospace, Service Industry, Wholesale"
United Aero Group,https://www.crunchbase.com/organization/united-aero-group,"Shelton, Connecticut, United States","United Aero Group is an aerospace management, military support, sourcing, facilities management, process improvement, operations, transport, and logistics company. They distribute parts, manage repairs, components, support services, and end-to-end solutions for militaries and commercial aviation operators. Their services include aircraft sales, leasing, and helicopter parts support.",Active,For Profit,,,2007-01-01,year,"Aerospace, Delivery, Mechanical Engineering"
APG,https://www.crunchbase.com/organization/apg-299b,"Punta Gorda, Florida, United States",,Active,For Profit,,,2007-01-01,year,"Aerospace, Manufacturing, Sales"
N-Vision Optics,https://www.crunchbase.com/organization/n-vision-optics,"Wellesley, Massachusetts, United States",,Active,For Profit,,,2003-01-01,year,"Aerospace, Manufacturing"
First Call International,https://www.crunchbase.com/organization/first-call-international,"Fort Worth, Texas, United States",,Active,For Profit,,,2004-01-01,year,"Aerospace, Industrial, Manufacturing"
Blade Diagnostics,https://www.crunchbase.com/organization/blade-diagnostics,"Pittsburgh, Pennsylvania, United States",,Active,For Profit,,,2005-01-01,year,"Aerospace, Manufacturing"
Advanced Coating Technologies,https://www.crunchbase.com/organization/advanced-coating-technologies-inc,"Valencia, California, United States","The coatings we provide significantly improve the durability and performance of molds, tools and precision components made from metal and plastics. Our coating services include PVD, DLC, MOS & Nitriding and our PVD services include TiN,TiCN, ZrN, CrN, TiAIN, AlTiN, X-LC and many more. ",Active,For Profit,,,2006-01-01,year,"Aerospace, Automotive, Dental, Industrial, Manufacturing, Medical, Military"
Jet The World,https://www.crunchbase.com/organization/jet-the-world,"New York, New York, United States",,Active,For Profit,,,2009-01-01,year,"Aerospace, Air Transportation, Travel"
Cranky Concierge,https://www.crunchbase.com/organization/cranky-concierge,"Long Beach, California, United States","Cranky Concierge provides air travel assistance for people who need help booking flights and for those who need help fixing flight problems. They work in the areas of air travel assistance, airline delays and cancellations, finding low fares, fixing problems, and interacting with airlines etc.",Active,For Profit,,,2009-01-01,year,"Air Transportation, Space Travel, Transportation"
Space EA Systems,https://www.crunchbase.com/organization/space-ea-systems,"El Segundo, California, United States",,Active,For Profit,,,2009-01-01,year,"Aerospace, Analytics, Mechanical Engineering"
Fox Logistics,https://www.crunchbase.com/organization/fox-logistics-f700,"Laredo, Texas, United States","Fox Logistics offers land logistics transportation of products for small, medium, and large companies. They provide transport service in trailers with dry boxes, completely closed to protect the products from external elements of the environment.",Active,For Profit,,,2008-01-01,year,"Air Transportation, Freight Service, Logistics, Transportation"
AirBridgeCargo Airlines LLC,https://www.crunchbase.com/organization/airbridgecargo-airlines-llc,"Franklin Park, Illinois, United States",,Active,For Profit,,,2004-01-01,year,Air Transportation
Millenium Engine Plating,https://www.crunchbase.com/organization/millenium-engine-plating,"Hialeah, Florida, United States","Millenium Engine Plating provides brush cadmium plating, cadmium plating, chromate conversion, chrome plating, electroless nickel plating, grinding, lhe cadmium plating, machining, nickel plating, nital etching, non destructive testing, passivation, powder coating, phosphate plating, and silver plating services.",Active,For Profit,,,2005-01-01,year,"Aerospace, Air Transportation, Industrial Engineering, Manufacturing, Service Industry"
RPS Holdings,https://www.crunchbase.com/organization/rps-holdings,"Los Osos, California, United States",,Active,For Profit,,,2003-01-01,year,"Aerospace, Electronics, Military, National Security, Public Safety"
Midamerican Aerospace,https://www.crunchbase.com/organization/midamerican-aerospace,"Cedar Rapids, Iowa, United States",,Active,For Profit,,,2004-01-01,year,"Aerospace, Industrial Manufacturing, Manufacturing"
Cobalt,https://www.crunchbase.com/organization/cobalt-enterprises,"Arlington, Washington, United States",,Active,For Profit,,,2004-01-01,year,"Aerospace, Manufacturing, Mechanical Engineering"
Ultimate Aviation Solutions,https://www.crunchbase.com/organization/ultimate-aviation-solutions,"Miami, Florida, United States","Ultimate Aviation Solutions provides supply chain and logistics services, including order processing, stocking and fulfillment, automated inventory management, and reverse logistics, to OEMs and customers. They serve the aerospace, commercial jetliners, general aviation, and defense industries.",Active,For Profit,,,2007-01-01,year,"Aerospace, Logistics, Supply Chain Management"
Coastal Defense,https://www.crunchbase.com/organization/coastal-defense,"Mill Hall, Pennsylvania, United States","Coastal Defense provides a completely integrated team for public and private agencies to use against threats through assessment, training, technology and equipment. They have collectively planned and executed hundreds of missions using close air support, unmanned systems, and full motion video systems.",Active,For Profit,,,2004-01-01,year,"Aerospace, Military, Security, Training"
American Legend Aircraft,https://www.crunchbase.com/organization/american-legend-aircraft,"Sulphur Springs, Texas, United States",,Active,For Profit,,,2006-01-01,year,"Aerospace, Manufacturing, Transportation"
P.A.R.T.S.,https://www.crunchbase.com/organization/p-a-r-t-s,"Stockbridge, Georgia, United States","P.A.R.T.S. is an export company of aerospace parts and supporting equipment. Their capabilities include the pros v contract, direct contract with the royal saudi air force, production analysis, pneudraulics systems, and military police training program.",Active,For Profit,,,2003-01-01,year,"Aerospace, Asset Management, Training"
Aero Staking,https://www.crunchbase.com/organization/aero-staking,"Franklin Park, Illinois, United States","Aero Staking is an aerospace industry for manufacturing, innovative and problem-solving design concepts relative to bearings, and critical tolerance tooling. Aero Staking designs tools confirming to and in compliance with the most manufacturer, industry, and government specifications and standards.",Active,For Profit,,,2006-01-01,year,"Aerospace, Industrial, Machinery Manufacturing, Manufacturing, Product Design"
Lyn Aerospace,https://www.crunchbase.com/organization/lyn-aerospace,"Rockledge, Florida, United States","Lyn Aerospace is an engineering corporation that specialises in wideband imaging radar system research, development, operations, and analysis. They offer solutions in radar systems design, software development, radar signature analysis, cybersecurity, pre-flight mission planning, and operations and sustainment.",Active,For Profit,,,2006-01-01,year,"Aerospace, Mechanical Engineering, Technical Support"
Air Ambulance 1,https://www.crunchbase.com/organization/air-ambulance-1,"Houston, Texas, United States","Air Ambulance 1 is an air ambulance company. They offer commercial stretchers, medical escorts, medical aircraft equipment for pediatric or neonatal patients, vip transport services, and emergency organ transport services.",Active,For Profit,,,2006-01-01,year,"Air Transportation, Health Care, Medical"
S&K Aerospace,https://www.crunchbase.com/organization/s-k-aerospace,"Saint Ignatius, Montana, United States",,Active,For Profit,,,2005-01-01,year,"Aerospace, Logistics, Supply Chain Management"
Galaxy FBO,https://www.crunchbase.com/organization/galaxy-fbo,"Houston, Texas, United States",,Active,For Profit,,,2006-01-01,year,"Aerospace, Air Transportation, Consulting"
Marriøtt Corporation,https://www.crunchbase.com/organization/marriott,"Austin, Texas, United States","Marriøtt Corporation is a conglomerate holding company that traces its roots to a frontier mercantile store established in August 17th 1881 by Judge John Thomas Marriøtt I in Wakefield, Nebraska.",Active,For Profit,,,2005-07-15,day,"Aerospace, Information Technology, Media and Entertainment, Real Estate, Textiles, Venture Capital"
Skystream Jet,https://www.crunchbase.com/organization/skystream-jet,"Allentown, Pennsylvania, United States","Skystream Jet is an innovative, full-service aircraft management and charter service firm, founded to bridge the luxury and safety gaps in the industry. As a partner in aviation, the company handles the details of jet ownership and private jet travel for its clients, allowing them to focus on other things in life.",Active,For Profit,,,2007-01-01,year,"Aerospace, Fleet Management, Travel"
Praemittias Group,https://www.crunchbase.com/organization/praemittias-group,"Chantilly, Virginia, United States",,Active,For Profit,,,2006-01-01,year,"Aerospace, Commercial, Security, Staffing Agency"
PACAVI INTERNATIONAL,https://www.crunchbase.com/organization/pacavi-international,"San Diego, California, United States","PACAVI INTERNATIONAL is a corporation that focuses on aircraft conversions, research, and design for aircraft operators. It provides consultation, leasing, and aircraft conversion and modification services, among other things. They handle aircraft sales and leasing, as well as STC program management, aircraft conversion engineering, and other associated tasks.",Active,For Profit,,,2007-01-01,year,"Aerospace, Project Management, Sales"
USA Machine,https://www.crunchbase.com/organization/usa-machine,"Royse City, Texas, United States",,Active,For Profit,,,2004-01-01,year,"Aerospace, Manufacturing, Mechanical Engineering"
Western Air Flight Academy,https://www.crunchbase.com/organization/western-air-flight-academy,"Englewood, Colorado, United States",,Active,For Profit,,,2003-01-01,year,"Air Transportation, Rental, Training"
Complete Environmental Solutions,https://www.crunchbase.com/organization/complete-environmental-solutions,"Jupiter, Florida, United States",Complete Environmental Solutions provides repair services for any type of system quickly and with minimal interruption to your lifestyle. Please feel free to call or check our website for more information.,Active,For Profit,,,2009-04-01,day,"Air Transportation, Environmental Consulting, Professional Services"
FlyRight,https://www.crunchbase.com/organization/flyright-cac3,"Concord, North Carolina, United States","FlyRight is an aircraft firm that provides pilot course and training services. Their programs includes caravan 208 training, king air training, dash 8 training, atp training option, and part 135 training services. They offers customer support through email and phone contact.",Active,For Profit,,,2008-01-01,year,"Aerospace, Simulation, Training"
Air Ambulance Worldwide,https://www.crunchbase.com/organization/air-ambulance-worldwide,"Clearwater, Florida, United States",,Active,For Profit,,,2004-01-01,day,Air Transportation
ZIP AVIATION,https://www.crunchbase.com/organization/zip-aviation,"New York, New York, United States","ZIP AVIATION provides helicopter rides, NYC night skyline tours, NYC skyline tours, liberty harbor, grand island, and big city tour services. Their charter services are Hamptons to NYC, private charters, airport transfers, 30-minute charters, and one-hour charters.",Active,For Profit,,,2004-01-01,year,"Air Transportation, Fleet Management, Tourism"
Friendly Ride,https://www.crunchbase.com/organization/friendly-ride,"Long Island City, New York, United States","Friendly Ride provides limousine transportation for personal and business travel, corporate meetings, and events. Their services include meeting and event transportation services, roadshow transportation, hotel and luxury concierge services, airport limo service, armoured car services, and corporate limousine service. They provided first-class transportation to heads of state, royal families, CEOs, and many celebrity clients.",Active,For Profit,,,2006-01-01,year,"Air Transportation, Limousine Service, Transportation"
Adventure Pilot,https://www.crunchbase.com/organization/adventure-pilot,"Mckinney, Texas, United States","In addition to designing and selling general aviation solutions, Adventure Pilot also offers GPS solutions for pilots. The company's product the iFly GPS provides situational awareness at a competitive pricing value. In addition, Adventure Pilot provides information on thousands of destinations and offers the aviation community online planning tools.",Active,For Profit,,,2005-01-01,year,"Air Transportation, Electronics, GPS, Manufacturing, Navigation"
Inflight Pilot Training,https://www.crunchbase.com/organization/inflight-pilot-training,"Eden Prairie, Minnesota, United States",,Active,For Profit,,,2008-01-01,year,"Aerospace, Rental, Training"
Fly Business for Less,https://www.crunchbase.com/organization/fly-business-for-less,"Nanuet, New York, United States",Fly Business for Less have exceptional relationships with all major airline carriers. They are a highly motivated team of committed individuals with years of experience in the luxury travel industry.,Active,For Profit,,,2005-01-01,year,"Aerospace, Professional Services, Travel"
Airgroup Dynamics,https://www.crunchbase.com/organization/airgroup-dynamics,"Orlando, Florida, United States","Airgroup Dynamics provides aerospace component repair, sales, and technical support. They offer unparalleled support for hydraulic, pneumatic, mechanical, and electrical power accessories for the commercial, military, and space sectors.",Active,For Profit,,,2005-01-01,year,"Aerospace, Customer Service, Transportation"
Island Creek Associates,https://www.crunchbase.com/organization/island-creek-associates,"California, Maryland, United States",,Active,For Profit,,,2009-01-01,year,"Aerospace, Consulting, Management Consulting"
Cove Aviation,https://www.crunchbase.com/organization/cove-aviation,"Van Nuys, California, United States",,Active,For Profit,,,2009-03-17,day,"Aerospace, Air Transportation, Travel"
DTS Worldwide Transportation,https://www.crunchbase.com/organization/dts-worldwide-transportation,"Spencerville, Maryland, United States",DTS Worldwide Transportation LLC is providing the transportation services around the world. It is providing 24/7 transportation services through different modes transportation services such as  by vehicles and Air transportations.,Active,For Profit,,,2007-01-01,year,"Air Transportation, Customer Service, Railroad, Transportation"
FruityChutes,https://www.crunchbase.com/organization/fruitychutes,"Los Gatos, California, United States","Fruity Chutes is a world leader in the manufacturing of recovery systems for Drones, UAV, RC, Quadcopter,and Rocket parachute recovery.  They provide parachute recovery systems to many of the top UAS manufacturers including AAI Textron, Quest UAV, Silent Falcon, Aeromao, Zipline, and Matternet and more.  Other customers who use their products include Space X, Google, Intel, NASA, MIT and Boeing.  Many US and EU aerospace companies are working with their products integrating them into their UAS products.Their top priority is to work with manufacturers and to help provide them with their world class recovery systems.",Active,For Profit,,,2007-01-01,year,"Aerospace, Drones, Manufacturing"
CeralUSA,https://www.crunchbase.com/organization/ceralusa,"Oklahoma City, Oklahoma, United States",CeralUSA is a Woman-Owned Small Business (WOSB) specializing in the design and development of environmentally friendly engineered coatings that protect substrates from corrosion and erosion.,Active,For Profit,,,2008-01-01,year,"Aerospace, Manufacturing"
Chennault Flying Service,https://www.crunchbase.com/organization/chennault-flying-service,"North Las Vegas, Nevada, United States","Chennault Flying Service offers rental and flight courses. Their services includes rental aircraft, accelerated career pilot program, private pilot, instrument pilot, commercial pilot, airline transport pilot, and rotary wing to fixed wing.",Active,For Profit,,,2007-01-01,year,"Aerospace, Rental, Training"
Strata-G Solutions,https://www.crunchbase.com/organization/strata-g-solutions,"Huntsville, Alabama, United States",,Active,For Profit,,,2004-01-01,year,"Aerospace, Military"
Triton Airways,https://www.crunchbase.com/organization/triton-airways,"Lexington, Kentucky, United States",,Active,For Profit,,,2008-01-01,year,"Air Transportation, Fleet Management, Travel"
