Organization Name,Organization Name URL,Headquarters Location,Full Description,Operating Status,Company Type,Last Funding Type,Diversity Spotlight (US Headquarters Only),Founded Date,Founded Date Precision,Industries
Leostella,https://www.crunchbase.com/organization/leostella,"Tukwila, Washington, United States",,Active,For Profit,,,2018-01-01,year,"Aerospace, Infrastructure, Manufacturing, Satellite Communication"
Tendeg,https://www.crunchbase.com/organization/tendeg,"Louisville, Colorado, United States","Tendeg focuses on space antennas and deployable structures. They provide aerospace engineering services, including design, analysis, prototyping, and flight unit build. Their deployable antennas are specialized for smallsats and cubesats, and are an enabling technology for the burgeoning smallsat industry.",Active,For Profit,,,2016-01-01,year,"Aerospace, Construction, Mechanical Design"
BSS Additive,https://www.crunchbase.com/organization/bss-additive,"South Hadley, Massachusetts, United States",BSS Additive manufactures low cost precision metal powders from machine shop wastes using mechanical grinding technologies.,Active,For Profit,Grant,,2017-01-01,month,"3D Printing, Aerospace, Machinery Manufacturing"
Fly Exclusive,https://www.crunchbase.com/organization/fly-exclusive,"Kinston, North Carolina, United States","At flyExclusive their mission is to provide high quality, safe and reliable point to point private jet travel at industry leading levels of affordability, accessibility and client satisfaction. Their growing, modern fleet of company owned Cessna Citation aircraft along with state of the art 24/7 flight operations and customer service are designed to ensure we meet this mission. With Fortune 500 experience and decades as operators, innovators and pioneers in point to point pricing the flyExclusive leadership team shares one singular focus… you! They look forward to serving you on your next flight.",Active,For Profit,,,2015-04-01,month,Aerospace
NEO Tech,https://www.crunchbase.com/organization/victron,"Chatsworth, California, United States","NEO Tech combines the strengths of three leading contract manufacturers: NATEL, EPIC, and OnCore. With over 40 years of heritage in electronics manufacturing, NEO Tech focuses on low-medium volume/high-mix, high-complexity products primarily in the medical, defense/aerospace and industrial markets.   NEO Tech is favorably positioned among mid-tier EMS manufacturers to “make amazing things happen.” NEO Tech offers full product lifecycle engineering services, manufacturing and testing of microelectronics, cable & harness interconnect products, PCBA, full box build assemblies and aftermarket repair and fulfillment services. The companies that form NEO Tech have been known for solving tough engineering problems that result in high-reliability, high-quality electronics for customers. Headquartered in Chatsworth, CA, NEO Tech has manufacturing and engineering locations in California, Colorado, Illinois, Massachusetts, Nevada, Ohio, Tennessee, Mexico, and China.  NEO Tech holds and maintains industry specific certifications that include: ISO9001  AS9100  ISO13485  ISO/TS16949  ISO14001 MIL-PRF-38534.",Active,For Profit,,,2015-04-13,day,"Aerospace, Consumer Electronics, Electronics, Industrial, Manufacturing, National Security"
iRocket,https://www.crunchbase.com/organization/irocket,"New York, New York, United States","iRocket is a fully autonomous reusable small launch vehicle manufacturer, utilizing 3D printing and additive manufacturing. The company focuses is on reliability and rapid low-cost access to space.",Active,For Profit,Seed,,2018-01-01,year,"Advanced Materials, Aerospace, Manufacturing, Space Travel, Transportation"
Sky Quantum,https://www.crunchbase.com/organization/sky-quantum,"San Jose, California, United States","Sky Quantum offers quantum communication products and services. The company was founded in 2018 and is headquartered in San Jose, California.",Active,For Profit,Grant,,2018-01-01,year,"Aerospace, Communications Infrastructure, Product Design"
quub,https://www.crunchbase.com/organization/mini-cubes-llc,"Akron, Pennsylvania, United States","We are a Pennsylvania based space company that is focused on creating the next generation of satellite technology. We focus on designing and building PocketQubes, a new satellite form factor that is inexpensive to launch and operate. These spacecraft are designed for Earth Observation, data relaying, or deep space exploration.",Active,For Profit,,,2018-09-18,day,"Aerospace, Manufacturing"
Nexteon Technologies,https://www.crunchbase.com/organization/route-dynamics,"Philadelphia, Pennsylvania, United States","Nexteon Technologies develops a platform intended to automate aviation routing. Its platform does a continuous automatic analysis of live air traffic to identify high-value airline route correction options, enabling users to help maximize flight time and fuel savings.",Active,For Profit,Debt Financing,,2017-01-01,year,"Aerospace, Air Transportation, Industrial Automation, Information Technology, Software, Travel"
Performance Drone Works,https://www.crunchbase.com/organization/performance-drone-works,"Huntsville, Alabama, United States",PDW is a family of small autonomous platforms designed for the modern warfighter. It has a record of developing novel technology across a large stack in suas design. Its systems share the common design in electronics and software across three different sized platforms.,Active,For Profit,Seed,,2019-01-01,year,"Aerospace, Automotive"
Geospatial Alpha,https://www.crunchbase.com/organization/geospatial-alpha,"Palo Alto, California, United States",,Active,For Profit,,,2019-01-01,year,"Aerospace, Geospatial, GPS, Information Technology, Software, Training, Venture Capital"
Starbridge Venture Capital,https://www.crunchbase.com/organization/starbridge-venture-capital,"Washington, District of Columbia, United States","Starbridge Venture Capital is a venture capital fund focused on the overlap between the space technology sector and traditional technology investments. There is true innovation happening across multiple sectors of space science and technology and at a pace that is quite obviously accelerating.  Our focus is on finding and investing in companies whose products will play an important role in developing new commercial space activity, while at the same time having large profit potential in existing markets right here on earth. We call these companies and products 'Space Scalable,' and believe they are the foundation on which the next decade of both commercial space and successful space investing will be built.",Active,For Profit,,,2017-01-01,year,"Aerospace, Satellite Communication, Space Travel, Telecommunications, Venture Capital"
Torre Space and Power Systems,https://www.crunchbase.com/organization/torre-space-and-power-systems,"Sherwood, Arkansas, United States","Torre Space and Power Systems develops electrical power generation for spacecraft, orbiting platforms, and planetary bases using the naturally occurring high-energy ionized plasma that is emitted by the sun, a technology based on the science of magnetohydrodynamics.",Active,For Profit,Grant,,2020-01-01,year,"Aerospace, Industrial Engineering"
SpektreWorks,https://www.crunchbase.com/organization/spektreworks,"Scottsdale, Arizona, United States",SpektreWorks is an engineering services company based in AZ that focuses on unmanned systems development. We offer creative engineering solutions and fresh ideas.They provides engineering services and unmanned systems development.,Active,For Profit,,,2015-01-01,year,"Aerospace, Drones, Mechanical Engineering"
In Orbit Aerospace,https://www.crunchbase.com/organization/in-orbit-aerospace,"Torrance, California, United States",In Orbit Aerospace is a mass production and space research corporation that aims to establish orbital infrastructure in order to create new and improved items in microgravity and return them to Earth.,Active,For Profit,Non-equity Assistance,,2020-01-01,year,"Aerospace, Manufacturing"
Scout,https://www.crunchbase.com/organization/scout-inc,"Virginia, Nebraska, United States","SCOUT develops orbital products and services for the aerospace industry. They provide customers with sensing tools, processing algorithms, and responsive autonomy capabilities for in space applications. SCOUT builds programs and teams across academia, government, and industry.",Active,For Profit,Pre-Seed,,2019-01-01,day,"Aerospace, Software"
Beyond Earth,https://www.crunchbase.com/organization/beyond-earth,"Menlo Park, California, United States","For small satellite companies spending more time figuring out how to launch than focusing on their own product and services, Beyond Earth provides organizations control over their own launch program by building and launching rockets for dedicated missions on short notice, directly to the required orbit.",Active,For Profit,Seed,,2018-08-26,day,"Aerospace, Space Travel"
Intergalactic,https://www.crunchbase.com/organization/airborne-9f95,"Saint George, Utah, United States","Intergalactic is an aerospace systems integrator that builds the world’s smartest, lightest, and most advanced thermal management systems for the commercial aviation, defense, and space sectors. By combining proprietary parts, processes, and intelligent software, Intergalactic enables boundary-pushing performance and unrivaled reliability on land, sea, air, or space through unrivaled thermal management performance.",Active,For Profit,,,2016-07-01,month,"Aerospace, Commercial, Environmental Engineering, Mechanical Engineering, Space Travel"
MRO Holdings,https://www.crunchbase.com/organization/mro-holdings,"Irving, Texas, United States",,Active,For Profit,,,2016-01-01,year,"Aerospace, Manufacturing, Mechanical Engineering, Training"
Berkelyn,https://www.crunchbase.com/organization/berkelyn,"New York, New York, United States","Berkelyn closes the knowledge gap of activity beyond Mars’ orbit. Current satellites are limited to a focus on Earth or near-Earth orbit. Berkelyn’s satellite network will monitor activity where current satellites cannot — including Mars and beyond. Berkelyn’s Beaconics SmallSat constellation will enable a range of new commercial, defense (U.S. D&I), and scientific applications. This data serves private space actors seeking to reinforce their claims to usage rights and property claims in space. The data also gives U.S. government defense agencies a unique perspective to anticipate threats.",Active,For Profit,Pre-Seed,Women Founded,2017-05-01,month,"Aerospace, Analytics, Artificial Intelligence, Big Data, Business Intelligence, Satellite Communication"
Jet It,https://www.crunchbase.com/organization/jet-it,"Greensboro, North Carolina, United States","Jet It provides air transportation services utilizing a hybrid-fractional ownership model. It helps clients to control business and leisure travel by using the fuel-efficient light jet based on days and not hours. Jet It was founded in 2018 and is headquartered in Greensboro, North Carolina.",Active,For Profit,,,2018-01-01,year,"Air Transportation, Leisure, Travel"
Venturi Astrolab,https://www.crunchbase.com/organization/venturi-astrolab,"Hawthorne, California, United States",,Active,For Profit,,,2019-01-01,year,"Aerospace, Manufacturing, Space Travel"
Jetoptera,https://www.crunchbase.com/organization/jetoptera,"Edmonds, Washington, United States","Jetoptera is an aviation startup developing powerful UAVs and realistic flying cars to revolutionize the way they transport products and people. They have developed a distributed propulsion system and novel airframe to create an aircraft that is more efficient, lighter, and less complex than previous models. This design enables a host of unique abilities, including vertical takeoff and landing (VTOL), high speeds up to 200 mph, significant payloads and range, and maneuverability.",Active,For Profit,,Women Founded,2015-01-01,year,"Aerospace, Manufacturing"
Saleria,https://www.crunchbase.com/organization/saleria,"Houston, Texas, United States","Saleria services assist public and private sector clients to define blast protection goals and develop necessary arrangements effectively and economically. With many decades of combined experience, our executives and associates are able to leverage knowledge from engineering, policing, regulation, and the military to support our clients in managing blast protection risks.",Active,For Profit,,,2015-01-01,year,"Aerospace, Energy Management, Security"
DarkAero,https://www.crunchbase.com/organization/darkaero,"Madison, Wisconsin, United States",,Active,For Profit,,,2017-01-01,year,"Aerospace, Service Industry, Transportation"
Xenesis,https://www.crunchbase.com/organization/xenesis-95d2,"Miami, Florida, United States","Xenesis is a next generation telecommunications company, empowering the next 3 billion sets of eyeballs, to connect to the other half of Humanity. It was founded in 2017 and headquartered in Lisle, Ilinois.",Active,For Profit,,,2017-07-10,day,"Aerospace, Internet of Things, Telecommunications"
Wadadli Cargo,https://www.crunchbase.com/organization/wadadli-cargo,"Miami, Florida, United States","Wadadli Cargo is a cargo airline that is focused on the Caribbean-North American market and will be the first to operate daily, twice-daily flights from the US to the Caribbean.  Wadadli Cargo exists to bring market and economic change to the Caribbean by providing faster, more efficient, daily cargo services between the USA and Caribbean markets. Our mission is to dominate and change the Caribbean cargo market by providing stellar customer service, frequent flights, and on-time deliveries through innovative technology and efficient operations.",Active,For Profit,Seed,,2019-10-18,day,"Air Transportation, Logistics, Shipping"
Second Order Effects Inc,https://www.crunchbase.com/organization/second-order-effects-inc,"El Segundo, California, United States","Second Order Effects is an engineering consultancy based in El Segundo, California. Founded in 2016, we provide technical consultation, electrical design, product development, and testing services for clients across multiple industries.",Active,For Profit,,,2016-04-01,day,"Aerospace, Electronics, Hardware"
Ovago,https://www.crunchbase.com/organization/ovago,"San Jose, California, United States","Ovago offers travel management, airline tickets, discounted deals, and online travel. They provide meetings and events, expenses, and related data. They offer support and emergency assistance to their staff around the world all year round. If anyone wants to contact them please contact them via phone call or email.",Active,For Profit,,,2017-01-01,year,"Air Transportation, Reservations, Ticketing, Travel"
Meta Aerospace,https://www.crunchbase.com/organization/meta-aerospace,"Oklahoma City, Oklahoma, United States",,Active,For Profit,,,2016-01-01,year,"Aerospace, Information Technology, Transportation"
Thrive Aviation,https://www.crunchbase.com/organization/thrive-aviation,"Henderson, Nevada, United States",,Active,For Profit,,,2019-01-01,year,"Aerospace, Air Transportation, Travel"
SimpleSortie,https://www.crunchbase.com/organization/simplesortie,"Warsaw, Indiana, United States",SimpleSortie is a startup firm with ambitions to connect air travelers to private aircraft operators.,Active,For Profit,Pre-Seed,,2020-01-01,year,Air Transportation
Shuttle,https://www.crunchbase.com/organization/shuttle-4ddc,"San Francisco, California, United States",Shuttle is the world’s first outer space travel company. Our mission is to open space up for everyone. Shuttle is a luxury marketplace that connects people to space travel experiences enabling more commercial astronauts. A high-quality platform for consumers to easily discover and purchase commercial space flight tickets.,Active,For Profit,Convertible Note,Women Founded,2018-01-01,year,"Aerospace, Space Travel"
Modularity Space,https://www.crunchbase.com/organization/modularity-space,"Daytona Beach, Florida, United States","Modularity Space is developing modular reusable satellites designed to be repaired, refueled, and upgraded in space. It is a transition to reusable space systems by building the constellation of reusable satellites. This includes integrating, launching, operating, and maintaining the satellites and the whole constellation.",Active,For Profit,Venture - Series Unknown,,2016-01-01,year,"Aerospace, Industrial"
Novo Space,https://www.crunchbase.com/organization/novo-space,"El Segundo, California, United States","Novo is bringing the pace of commercial innovation to space. To put it simply, we make lego computers for satellites. Customers can plug and play our products to make their own high-performance subsystem.​ We focus on delivering affordable and high-performance satellite electronics to enable your mission.",Active,For Profit,Non-equity Assistance,,2019-07-15,day,Aerospace
Raven Space Systems,https://www.crunchbase.com/organization/raven-space-systems,"Kansas City, Missouri, United States",Raven Space Systems is a company that is modernizing reentry capsule production using an automated facility that can make capsules at a much lower cost and much faster.,Active,For Profit,Non-equity Assistance,,2020-01-01,year,"3D Printing, Aerospace, Manufacturing, Transportation"
Fenix Group,https://www.crunchbase.com/organization/fenix-group,"Chantilly, Virginia, United States","Fenix Group is a systems integration company with a mission to increase operational capability while reducing risk, burden, and cost to the warfighter. Our primary focus is on edge networks and integrated systems, what we refer to as a Battlefield of Things sensor ecosystem.",Active,For Profit,Private Equity,,2016-01-01,year,"Aerospace, Information Services, Information Technology, Internet of Things, Risk Management, Robotics"
Jaunt Air Mobility,https://www.crunchbase.com/organization/jaunt-air-mobility,"Dallas, Texas, United States","Jaunt Air Mobility is utilizing breakthrough aviation technology to build the next air taxi transit system. Certifying to the highest level of commercial aviation and offering unique safety features, the Jaunt Journey safeguards individuals, families, and the environment.",Active,For Profit,Angel,,2019-01-01,year,"Aerospace, Air Transportation, Transportation"
T&D,https://www.crunchbase.com/organization/cnick-2,"Ann Arbor, Michigan, United States","thinkanddo.com has been connecting visitors with providers of Adventure Travel, Africa Travel, Air Travel and many other related services. The company has been in business for nearly 10 years.",Active,For Profit,Seed,,2016-07-20,day,"Adventure Travel, Air Transportation, Hospitality, Leisure, Travel"
Aerotrax,https://www.crunchbase.com/organization/aerotrax-technologies,"Dallas, Texas, United States","Aerotrax is an enterprise software company focused on digitally tracking the lifecycle of every plane, part, and component in the air and on the ground.",Active,For Profit,Pre-Seed,,2019-07-01,day,"Aerospace, Enterprise Software, Internet, Supply Chain Management"
Alton Aviation Consultancy,https://www.crunchbase.com/organization/alton-aviation-consultancy,"New York, New York, United States","Alton Aviation Consultancy is a boutique aviation consulting firm that focused on aerospace and aviation industries. The firm providing advisory services to clients in the airline, aerospace, MRO, and aviation supply chain management sectors. It also advises aviation and aerospace companies across the entire value chain on strategy and business plan development, financial transaction support, and operational performance improvement.  The company clients engagements span the aviation and aerospace value chain, including commercial, financial, and technical aspects. They also deliver the objective, data-driven guidance, and insight required to inform their business strategies, allocate capital, prioritize resources, and manage risk. Alton Aviation Consultancy was founded in 2016 and is headquartered in New York, USA, and operates globally with offices in Hong Kong, Beijing, Singapore, and Tokyo.",Active,For Profit,,,2016-01-01,year,"Aerospace, Air Transportation, Consulting"
Stellar Blu Solutions,https://www.crunchbase.com/organization/stellar-blu-solutions,"Dallas, Texas, United States",,Active,For Profit,,,2020-01-01,year,"Aerospace, Network Hardware, Product Design, Software"
Digital Aerolus,https://www.crunchbase.com/organization/digital-aerolus,"Lenexa, Kansas, United States","Digital Aerolus delivers space-age technology to the drone/UAS (Unmanned Aerial Systems) market. Digital Aerolus technologies and the Aertos™ flying drones address the real-world challenges of police, fire, and emergency responder departments, inspection and warehousing operations, and many other applications. The market for advanced commercial drones is growing rapidly and remains largely untapped. Digital Aerolus UAVs deploy its cornerstone technology Folded Geometry Code (FGC™), a flight control and operating system built on advanced flight mathematics used in space navigation and unique to the consumer and commercial drone/UAS industry.",Active,For Profit,,,2016-01-01,year,Aerospace
Setna iO,https://www.crunchbase.com/organization/setna-io,"Chicago, Illinois, United States",,Active,For Profit,,,2016-01-01,year,"Air Transportation, Technical Support, Transportation"
ReLogic Research,https://www.crunchbase.com/organization/relogic-research,"Huntsville, Alabama, United States","ReLogic Research is a manufacturing firm that develops advanced technology and application for the aerospace and defense industry. The company provides depot support, automation, additive manufacturing, hypersonic technology development, and optical metrology services. ReLogic Research engages in helping defense, military, aviation, and weapons development industries.",Active,For Profit,Grant,,2017-01-01,year,"3D Technology, Aerospace, Industrial Automation, Manufacturing"
Aerosimple,https://www.crunchbase.com/organization/aerosimple,"Sheridan, Wyoming, United States",,Active,For Profit,,,2020-01-01,year,"Aerospace, Information Technology, Software"
Visionary Transportation,https://www.crunchbase.com/organization/vision-space-co,"Lockport, Illinois, United States",We are the builders of premier electric vehicles,Active,For Profit,Equity Crowdfunding,,2016-01-01,year,"Aerospace, Electric Vehicle, Space Travel"
VTR,https://www.crunchbase.com/organization/vtr-4acf,"Houston, Texas, United States","Visionary Training Resources is a virtual reality software company dedicated to improving pilot training. The company was founded in 2020 and is headquartered in The Woodlands, Texas.",Active,For Profit,,,2020-01-01,year,"Aerospace, Software, Virtual Reality"
Rebel Space Technologies,https://www.crunchbase.com/organization/rebel-space-technologies,"Long Beach, California, United States","Rebel Space builds software and systems to ensure mission-critical operations from Earth to deep space are secure, adaptive, and resilient to RF threats.",Active,For Profit,Seed,,2019-07-01,month,"Aerospace, Software"
Feather Dynamics,https://www.crunchbase.com/organization/feather-dynamics,"Monterey, California, United States",,Active,For Profit,,,2019-01-01,year,"Aerospace, Logistics, Robotics"
MartinUAV,https://www.crunchbase.com/organization/martinuav,"Addison, Texas, United States","At Martin UAV, their mission is to provide customers with the most cost-effective access to aerial information. They specialize in providing robust and versatile Unmanned Aerial Systems (UAS), to support your most demanding collection needs. With decades of research and development our platforms offer leading edge concepts at production quality performance. Their latest and most proud achievement, is the first-of-its-kind, vertical-take-off-and-land (VTOL) V-BAT UAS that combines the ability to hover with the efficiency of high speed horizontal flight, a wholly unique UAS capability that bridges critical mission gap with a cost-effective solution and a near-zero footprint.",Active,For Profit,,,2015-01-01,year,"Aerospace, Manufacturing, Robotics, Training"
Quintillion,https://www.crunchbase.com/organization/quintillion-bcb4,"Anchorage, Alaska, United States","Quintillion provides broadband connectivity services to Alaskan clients, government, military, commercial clients, and for space operations.",Active,For Profit,,,2015-01-01,year,"Aerospace, Government, Military, Telecommunications, Wired Telecommunications"
LEONID,https://www.crunchbase.com/organization/leonid,"Huntington Beach, California, United States",Leonid is a Government Contracting Financing Company that specializes in helping Government Contractors get lines of credit or invoice financing for their Government Contracts or SBIR Awards. We provide flexible government contract financing with no personal guarantees as well as donate 50% of our profits to organizations that support military families and veterans.,Active,For Profit,,,2019-01-01,year,"Aerospace, Finance, Financial Services, Government, GovTech, Military"
Sabrewing Aircraft Company,https://www.crunchbase.com/organization/sabrewing-aircraft-company,"Camarillo, California, United States",,Active,For Profit,,,2016-01-01,year,Aerospace
Constanellis Aerospace,https://www.crunchbase.com/organization/constanellis-aerospace,"Washington, District of Columbia, United States","Early stage Washington DC based Commercial Space Infrastructure startup seeking to develop commercial lunar based power distribution hardware and services, end to end small satellite solutions and become a provider of space based intelligence gathering solutions. Constanellis is capable of engineering, design, modeling, fabrication, and simulation of space based components and systems. Our cloud based intelligence platform allows for ease of use for the end user and real time collaboration with assets enhanced by edge computing and AI. Our platform provides the reliability and performance demanded by the modern day war fighter across all domains.",Active,For Profit,,,2019-07-29,day,"Aerospace, Artificial Intelligence, Cloud Computing, Cloud Infrastructure, Communications Infrastructure, Energy Storage, Information Technology, Satellite Communication, Software"
ADSB exchange,https://www.crunchbase.com/organization/adsb-exchange,"Fountain Hills, Arizona, United States","ADSB exchange is the open source of unprocessed flight data and a cooperative of ADS-B/Mode S/MLAT feeders. It compared to the standard flight tracking websites, simply explained, ADS-B exchange does not accept fees or requests to remove aircraft from the public tracking system.",Active,For Profit,,,2016-01-01,year,"Aerospace, Air Transportation"
AIRO (The AIRO Group),https://www.crunchbase.com/organization/airo-the-airo-group,"Chicago, Illinois, United States","The AIRO Group leverages technologies from military and defense with other aerospace applications in the group that span data systems, resupply package delivery, military aerospace training, military, and commercial manned/unmanned aircraft systems and avionics technologies.",Active,For Profit,,,2020-01-01,year,"Aerospace, Manufacturing"
Airblock Technologies,https://www.crunchbase.com/organization/airblock-technologies,"Watertown, Massachusetts, United States","Airblock Technologies, Corp. is a Massachusetts-based software company and innovation team focused on digitally transforming aviation and aerospace supply chains to bring the industry into the 21st century. The Airblock platform is a SaaS solution that gives companies full visibility into the lifecycle of their important contracts, documents, technical records, and assets from any device, leveraging data, analytics, and predictive maintenance in real-time.",Active,For Profit,,,2019-11-18,day,"Aerospace, Information Technology, Internet, Logistics, SaaS, Software, Supply Chain Management"
BlackLynx,https://www.crunchbase.com/organization/blacklynx-42cd,"Maryland, Louisiana, United States","BlackLynx offers advanced edge processing, aerospace engineering, and related technology solutions.",Active,For Profit,Venture - Series Unknown,,2018-01-01,year,"Aerospace, Business Intelligence"
Katalyst Space Technologies,https://www.crunchbase.com/organization/katalyst-space-technologies,"Prescott, Arizona, United States","Katalyst Space Technologies leverages numerous in-house innovations and a culture that promotes creativity, value generation, and a relentless pursuit of improvement to build solutions that will enable tomorrow's space economy to thrive. Katalyst Space Technologies has created a new innovative satellite mission architecture. Now they're focused on developing new hardware that will serve as the foundation of next-generation satellite buses to deliver mission flexibility and increased technology relevance of the space segment.",Active,For Profit,,,2019-11-01,month,"Aerospace, Industrial, Space Travel"
Aerosapien Technologies,https://www.crunchbase.com/organization/aerosapien-technologies,"Daytona Beach, Florida, United States","Aerosapien Technologies is an electric aviation company. They have a specialized team of engineers ranging from aerospace, automotive, mechanical, electrical, and software.",Active,For Profit,,,2016-01-01,year,"Aerospace, Electric Vehicle, Manufacturing"
Kelekona,https://www.crunchbase.com/organization/kelekona,"New York, New York, United States","Kelekona is a different class of eVTOL. Founded in New York City, our approach is mass transit. Designed to carry 40 passengers + pilot or 10,000 lbs of cargo.",Active,For Profit,Pre-Seed,Black / African American Founded,2019-01-01,year,"Aerospace, Manufacturing"
OneSky Systems,https://www.crunchbase.com/organization/onesky-systems,"Exton, Pennsylvania, United States","OneSky Systems is a developer of Unmanned Traffic Management (UTM) and Urban Air Mobility (UAM) platforms, designed to enhance mission planning with advanced safety-of-flight analysis. Its enterprise-ready, software platforms use proven analytics to ensure safe, compliant, and efficient UAS and UAM flights beyond visual line of sight (BVLOS) and integrated within the same airspace as other manned and unmanned aircraft. It was founded in 2015 and is headquartered in Exton, Pennsylvania.",Active,For Profit,Series A,,2015-01-01,year,"Aerospace, Software"
The Launch Company,https://www.crunchbase.com/organization/the-launch-company,"Anchorage, Alaska, United States","Launch Services: - GSE design. Mobile or fixed; vertical or horizontal launch; land, air, or sea based. - CONOPs development, refinement, and e - Procedures design, development, and analysis for hazards, redundancy, and autonomous operation. Hardware - Launch Co. has developed, tested, and flown a line COTS quick disconnect hardware for autonomous refueling operations on ground the, for the launch vehicle, and for spacecraft.",Active,For Profit,Non-equity Assistance,,2015-01-01,year,"Aerospace, Hardware, Information Technology, Software"
Sedaro Technologies,https://www.crunchbase.com/organization/sedaro-technologies,"Arlington, Virginia, United States","Sedaro provides cloud-based satellite mission design software allowing the analysis, simulation, and modelling of satellite missions.",Active,For Profit,,,2016-01-01,year,"Aerospace, Satellite Communication, Software"
"The Private Suite Holdings, LLC (Dba PS)",https://www.crunchbase.com/organization/the-private-suite-lax,"Los Angeles, California, United States","Private Terminal for commercial travel.PS is the airport experience, re-imagined. We provide a luxurious airport alternative for our Members that is seamless, private, and hight-touch.",Active,For Profit,,,2017-01-01,year,"Air Transportation, Travel, Travel Accommodations"
United Ground Express,https://www.crunchbase.com/organization/united-ground-express,"Chicago, Illinois, United States",,Active,For Profit,,,2015-01-01,year,"Aerospace, Air Transportation, Professional Services, Transportation"
AMP Aero Services,https://www.crunchbase.com/organization/amp-aero-services,"Miami, Florida, United States","AMP Aero Services is an aircraft materials trading company. They serve the aviation market. They offer nose-to-tail solutions for commercial and regional aircraft. Their services include repair management, whole asset acquisition, and consignment management. It also specializes in the buying, selling, and sourcing of commercial and military aircraft parts.",Active,For Profit,,,2019-01-01,year,"Aerospace, Logistics, Sales"
Viviota,https://www.crunchbase.com/organization/viviota,"Austin, Texas, United States","Viviota software provides unprecedented performance improvements in engineering data management and automated analysis — reducing costs and improving time-to-market for new vehicles, tools and devices. Viviota’s powerful software dramatically simplifies data management complexity and fully integrates into existing design, prototyping, and test environments—releasing the full potential of sensor data—and accelerating time-to-insight and innovation. Located in Austin, Texas, Viviota is a member of the HPE Partner Network, National Instruments Partner Alliance, and a graduate of the Capital Factory Accelerator Program. www.viviota.com",Active,For Profit,Venture - Series Unknown,Women Founded,2016-05-01,day,"Aerospace, Analytics, Application Performance Management, Automotive, Autonomous Vehicles, Big Data, Semiconductor, Software, Software Engineering, Test and Measurement"
Zephyrus Aviation Capital,https://www.crunchbase.com/organization/zephyrus-aviation-capital,"Fort Lauderdale, Florida, United States","Zephyrus Aviation Capital is a commercial aircraft leasing, trading, and management company. They offer in-production aircraft that are in the early to mid-life stage of their lifespan. They create value by managing aircraft and engines efficiently and effectively through their life cycles.",Active,For Profit,Private Equity,,2018-01-01,day,"Aerospace, Finance, Leasing"
Amalfi Jets,https://www.crunchbase.com/organization/amalfi-jets,"Westlake Village, California, United States","Amalfi Jets is a leading private jet charter, jet card, and membership provider utilizing it's trusted network of over 3,500 aircraft based across 170+ countries.",Active,For Profit,Pre-Seed,,2020-05-01,month,"Aerospace, Air Transportation, Travel"
Ambry Hill Technologies,https://www.crunchbase.com/organization/ambry-hill-technologies,"Minneapolis, Minnesota, United States",,Active,For Profit,,,2018-01-01,day,"Aerospace, Information Technology, Software"
Cerebre,https://www.crunchbase.com/organization/cerebre,"Chicago, Illinois, United States",,Active,For Profit,,,2019-08-01,month,"Aerospace, Artificial Intelligence, Internet of Things, Machine Learning, Oil and Gas, Smart Building, Software"
Applied Navigation,https://www.crunchbase.com/organization/applied-navigation,"Bothell, Washington, United States","A talented team of senior aerospace and electrical engineers based in Washington state, with a combined 40+ years of experience developing avionics for unmanned aircraft. Currently seeking investment and launch customers for our new autopilot platform. Applied Navigation's specialties include: Guidance Navigation and Control, Embedded Software Development, Unmanned Air Vehicles, Drones, Autopilots, Kalman Filters, Flight Simulation, ARM Cortex-M Microcontrollers, MEMS Sensors, GPS, GNSS Receivers, and PCB and Circuit Design.",Active,For Profit,,,2016-01-01,year,"Aerospace, Drones, Navigation"
ScholarTrip,https://www.crunchbase.com/organization/scholartrip,"Plano, Texas, United States","ScholarTrip offers whether they are planning a weekend getaway, a trip home, a summer backpacking adventure, or a semester or year studying abroad, they wait to help them book the flights. They also book cheap airline tickets in online.",Active,For Profit,,,2020-01-01,year,"Air Transportation, Ticketing, Travel"
Intelligent Shift,https://www.crunchbase.com/organization/intelligent-shift,"Fairfax, Virginia, United States","Intelligent Shift offers systems engineering and consulting firm, supporting the defense and intelligence communities. Its services include data science and analytics, enterprise management systems and agile engineering, identity intelligence, and technology delivery.",Active,For Profit,,,2017-01-01,year,"Aerospace, Analytics, Consulting, Software Engineering"
Azorra,https://www.crunchbase.com/organization/azorra,"Fort Lauderdale, Florida, United States","Azorra makes commercial travel affordable in underserved areas of the world. They trade in proven aircraft as well as next-generation technology with improved capabilities. They value independent thinkers, ambitious individuals and collaborative problem solvers.",Active,For Profit,,,2016-01-01,year,"Air Transportation, Commercial, Finance"
Pexco Aerospace,https://www.crunchbase.com/organization/pexco-aerospace,"Yakima, Washington, United States",Pexco Aerospace is a manufacturer of aircraft related components and assemblies for Commercial Aerospace applications. Our highly engineered solutions have been utilized on thousands of programs and critical applications including many of today’s most innovative and groundbreaking programs such as the Boeing 787,Active,For Profit,,,2015-01-01,year,"Aerospace, Manufacturing"
Modern Aviation Inc.,https://www.crunchbase.com/organization/modern-aviation-inc,"New York, New York, United States",Modern Aviation is a growing company that is building a national network of premium FBO properties. The management team includes executives from Universal Weather and Aviation and Atlantic Aviation. The Company is backed by Tiger Infrastructure Partners. ,Active,For Profit,,,2017-01-01,year,Air Transportation
