Organization Name,Organization Name URL,Headquarters Location,Full Description,Operating Status,Company Type,Last Funding Type,Diversity Spotlight (US Headquarters Only),Founded Date,Founded Date Precision,Industries
Aircharter.com,https://www.crunchbase.com/organization/aircharter-com,"New York, New York, United States",,Active,For Profit,,,1996-01-01,year,"Air Transportation, Transportation"
ECM USA,https://www.crunchbase.com/organization/ecm-usa,"Pleasant Prairie, Wisconsin, United States","ECM USA provides vacuum furnaces, advanced automation, spare parts, service, and R and D testing for customers. If you want any information please contact them via phone call or email.",Active,For Profit,,,1998-01-01,month,"Aerospace, Automotive, Manufacturing"
Sky Quest,https://www.crunchbase.com/organization/sky-quest,"Cleveland, Ohio, United States",,Active,For Profit,,,2001-01-01,year,"Aerospace, Air Transportation, Sales"
Lexes Associates,https://www.crunchbase.com/organization/lexes-associates,"Saint Augustine, Florida, United States",,Active,For Profit,,,1995-01-01,year,"Aerospace, Air Transportation, Industrial, Information Technology, Service Industry"
Sky Safety Flight Academy,https://www.crunchbase.com/organization/sky-safety-flight-academy,"San Antonio, Texas, United States","Sky Safety Flight Academy offers flight training and professional instruction. Their domestic flight training programmes include a career pilot program, private pilot training, instrument rating, multi-engine, CFI, CFII, MEI, a college degree program, and veteran services. Their international training programmes include a generic professional pilot program, chinese student flight training, and student life services.",Active,For Profit,,,1999-01-01,year,"Aerospace, Air Transportation, Training"
Airwest Helicopters,https://www.crunchbase.com/organization/airwest-helicopters,"Azusa, California, United States","Airwest provides a wide range of services. The helicopter's unrivaled versatility comes from its ability to land and take off vertically from a small area. They offer both helicopter flight training and services. Charter, heavy lifts and longlines, utility, firefighting, aerial photography and film industry, electronic news gathering, and law enforcement are among the services they offer.",Active,For Profit,,,1995-01-01,year,"Aerospace, Air Transportation, Corporate Training, Customer Service"
Isodyne,https://www.crunchbase.com/organization/isodyne,"Wichita, Kansas, United States",,Active,For Profit,,,1995-01-01,year,"Aerospace, Manufacturing, Retail"
SteinAir,https://www.crunchbase.com/organization/steinair,"Farmington, Minnesota, United States","SteinAir Mission: To provide good products at great prices with super customer service. You’ll notice we’re no longer the cheapest guys around, but there comes a point when running a real business that they have to price things at a level which will allow us to stay in business over the long term.  We’re airplane builders just like you, and they don’t work out of a garage.  In order to keep the business viable, sometimes that means not being the cheapest guy out there, so they try to add value in other areas! SteinAir, Inc. is Located in the southern Twin Cities Metro area of  Minnesota.  They are a small business with a specific focus, and desire to provide their customers with good products at great prices with super customer service.  Being homebuilders ourselves, they know EXACTLY what their customers are dealing with.  When you call or write us, you won’t get some clerk who knows nothing about airplanes, instead you’ll get someone who’d built multiple airplanes, worked on everything from Cessna’s to 747’s, and is a professional in this area.",Active,For Profit,,,2000-01-01,year,"Aerospace, Information Technology, Internet"
F & M Enterprises,https://www.crunchbase.com/organization/f-m-enterprises,"Jacksonville, Texas, United States","F & M Enterprises offers coating products as well as technical assistance for aircraft repair services. They stock the entire Poly-Fiber product line, as well as the Randolf system. Scale builders will also find these manuals useful for covering tasks and making repairs.",Active,For Profit,,,2000-01-01,year,"Aerospace, Manufacturing, Mechanical Engineering"
TGV Rockets,https://www.crunchbase.com/organization/tgv-rockets,"Norman, Oklahoma, United States","TGV Rockets designs and mission analysis of aerospace vehicles, propulsion systems, thermal and fluid dynamics, software for scientific applications, market and economic analysis, and other supporting systems needed for space missions. Their services include vehicle conceptual and system design, thermal and fluid analysis, operations planning, training, and integration.",Active,For Profit,,,1997-01-01,year,"Aerospace, Manufacturing, Product Design, Training"
Harris Composites,https://www.crunchbase.com/organization/harris-composites,"Granbury, Texas, United States",,Active,For Profit,,,2000-01-01,year,"Aerospace, Machinery Manufacturing, Manufacturing"
Regency Air,https://www.crunchbase.com/organization/regency-air,"Santa Ana, California, United States","Regency Air offers services such as jet charter, safety, maintenance, and aircraft fleet management. The management staff and flight crew are committed to making the flight as convenient, pleasant, and effortless as possible. The contact mode of the company is by mail, phone, and physical address.",Active,For Profit,,,1997-01-01,year,"Aerospace, Fleet Management"
Apex Design Technology,https://www.crunchbase.com/organization/apex-design-technology,"Decatur, Alabama, United States","Apex Design Technology of Alabama, LLC is a company that makes and sells jigs, fittings, and tooling. Drill and assembly jigs, drill templates, trim tools, weld fixtures, and handling fixtures are among the production tooling available, as are cable assemblies, electrical checkout equipment, installation tools, hoisting tools, big and automated hoisting systems, lifting fixtures, and more. NC programming and fabrication of major assemblies, subcomponent assemblies, tooling, ground support equipment, tooling jigs and fixtures, automated assembly tooling, factory test equipment, welded assemblies, work platforms, and machined parts; onsite metrology services and routine maintenance programs; and turnkey installation services of end-item assemblies, tooling jigs, and fixtures are also available. It also provides precision surveying, inspection and certification of assembly tooling, as well as installation and measurement services.",Active,For Profit,,,1995-01-01,year,"Aerospace, Electronics, Industrial Manufacturing, Machinery Manufacturing, Manufacturing, Supply Chain Management, Test and Measurement"
Hofacker Precision Machining,https://www.crunchbase.com/organization/hofacker-precision-machining,"Clayton, Ohio, United States","Hofacker Precision Machining is the machine shop. The employees are dedicated to creating complex parts with ultimate precision. Customers in the aerospace, medical, and military industries turn to us with their most critical projects time after time. They have developed time-tested relationships with select vendors that allow us to offer the following extended capabilities. Rigorous quality control is integral to the systems, processes, and procedures. They strive to meet the demands of the dynamic aerospace and aircraft industry.",Active,For Profit,,,1997-01-01,year,"Aerospace, Commercial, Industrial Manufacturing, Manufacturing, Military, Robotics"
Jet Repair Center,https://www.crunchbase.com/organization/jet-repair-center,"Miami, Florida, United States",,Active,For Profit,,,2001-01-01,year,"Aerospace, Customer Service"
Air-Lock,https://www.crunchbase.com/organization/air-lock,"Milford, Connecticut, United States","Air-Lock provides design, development, and manufacture under one roof, utilizing state-of-the-art equipment services. The specialized sealed air-lock connectors and bearings have been critical components of pressure suits worn by pilots of virtually all high-altitude aircraft. They provide inquiries through phone calls and email.",Active,For Profit,,,1998-01-01,year,"Aerospace, Manufacturing, Product Design"
InfoFUSION,https://www.crunchbase.com/organization/infofusion,"Littleton, Colorado, United States",,Active,For Profit,,,1998-01-01,day,"Aerospace, Finance, Geospatial, Health Care, Information Technology, Software"
Williams Aviation Consultants,https://www.crunchbase.com/organization/williams-aviation-consultants,"Prescott, Arizona, United States",,Active,For Profit,,,1999-09-01,month,"Aerospace, Air Transportation, Consulting"
Cal Air Cargo,https://www.crunchbase.com/organization/cal-air-cargo,"Miami, Florida, United States",,Active,For Profit,,,1997-01-01,year,"Air Transportation, Logistics, Shipping, Supply Chain Management"
Quasonix,https://www.crunchbase.com/organization/quasonix,"West Chester, Ohio, United States",,Active,For Profit,,,2002-01-01,year,"Aerospace, Manufacturing, Product Design"
Lliteair Aviation Products,https://www.crunchbase.com/organization/lliteair-aviation-products,"Anacortes, Washington, United States",,Active,For Profit,,,1995-01-01,year,"Aerospace, Air Transportation, Industrial, Manufacturing, Product Design"
California Manufacturing,https://www.crunchbase.com/organization/california-manufacturing,"Anaheim, California, United States",,Active,For Profit,,,1997-01-01,year,"Aerospace, Manufacturing"
GC Aviation,https://www.crunchbase.com/organization/gc-aviation,"La Quinta, California, United States","GC Aviation is an aerospace company that provides on-site technical services, maintenance records management, lease and sale technical review, and maintenance programs. They offers customer support through email and phone contact.",Active,For Profit,,,1999-01-01,year,"Aerospace, Leasing, Sales, Service Industry, Technical Support"
Alabama Aerospace,https://www.crunchbase.com/organization/alabama-aerospace,"Huntsville, Alabama, United States",,Active,For Profit,,,1995-01-01,year,"Aerospace, Military, Wholesale"
Dependable Limo,https://www.crunchbase.com/organization/dependable-limo,"Swampscott, Massachusetts, United States","Dependable Limo offers airport transportation, south station service, private car service, event transportation, rides to conferences, speaking events, and point-to-point transportation services.",Active,For Profit,,,1997-01-01,year,"Air Transportation, Transportation, Travel"
Aerocast,https://www.crunchbase.com/organization/aerocast,"Mesa, Arizona, United States","Aerocast manufactures complex aluminum and magnesium alloy castings, primarily for the aerospace industry. The companyâ€™s foundry uses the sand casting process to manufacture its products.",Active,For Profit,Venture - Series Unknown,,1999-01-01,year,"3D Printing, Aerospace, Manufacturing"
Miltec Corp.,https://www.crunchbase.com/organization/miltec-corp,"Huntsville, Alabama, United States","Miltec Corp. designs, develops, integrates, and tests missile and aerospace systems. Miltec Corp. provides acoustic systems design, acoustic sensor development, acoustic target classification and tracking, real-time signal processing, hyper spectral image analysis, UAV systems design, engineering design optimization, thermal management of electronic systems, vehicle health monitoring, and infrastructure monitoring and inspection.",Active,For Profit,,,1997-01-01,year,Aerospace
FlyCarolina,https://www.crunchbase.com/organization/flycarolina,"Charlotte, North Carolina, United States","FlyCarolina provides aviation solutions.  They offer customized training programs for beginner student pilots through commercial pilot ratings, including instrument and instructor ratings in both single and multi-engine aircraft.  They have acquired and sold over thirty aircraft and are highly qualified to help our clients find the right aircraft at the right price that suits their needs and budget.",Active,For Profit,,,1996-01-01,year,"Aerospace, Education, Training"
Van Horn Aviation,https://www.crunchbase.com/organization/van-horn-aviation,"Tempe, Arizona, United States","Van Horn Aviation is a privately-owned small business with fewer corporate offices and production facilities. VHA is involved in the design, testing, certification, and manufacture of composite rotor blades for various helicopter designs based on the revolutionary NOTAR rotor-less tail system.",Active,For Profit,,,2001-01-01,year,"Aerospace, Manufacturing, Mechanical Design, Mechanical Engineering, Supply Chain Management, Technical Support"
The Fuel Cell,https://www.crunchbase.com/organization/the-fuel-cell,"Miami, Florida, United States","The Fuel Cell offers services that include universal flow and pressure test stands, fuel control test stands, APU fuel control test stands, engine pump test stands, boost pump test stands, abrasive blast area, cleaning tanks, and paint spray booths. The company's contact mode is by mail, phone, and physical address.",Active,For Profit,,,1996-01-01,year,"Aerospace, Air Transportation, Technical Support"
Departure Media Airport Advertising,https://www.crunchbase.com/organization/departure-media-airport-advertising,"Charleston, South Carolina, United States","Departure Media Airport Advertising creates eye-catching display programs that draw the attention of passing travelers, enhancing the overall travel experience while complementing the airport’s unique aesthetics.",Active,For Profit,,"Women Founded, Women Led",1996-01-01,day,"Advertising, Air Transportation, Service Industry"
Materials Research & Design,https://www.crunchbase.com/organization/materials-research-design,"Wayne, Pennsylvania, United States",,Active,For Profit,,,1996-01-01,year,"Aerospace, Professional Services"
Aviotek Instruments & Accessories,https://www.crunchbase.com/organization/aviotek-instruments-accessories,"Davie, Florida, United States","Aviotek Instruments & Accessories provides military solutions, MRO solutions, and trading services. Their capabilities include instruments and avionics, electro-mechanical systems, pneumatic systems, and hydraulic systems. They provide maintenance, repair, and overhauls for aircraft components.",Active,For Profit,,,1999-01-01,year,"Aerospace, Commercial, Electronics, Logistics"
Challenge Machine,https://www.crunchbase.com/organization/challenge-machine,"Blaine, Minnesota, United States","Challenge Machine is a manufacturer of micromachined solutions. They deliver products that adhere to the tightest tolerances, use the most exotic materials, and meet the quickest turnarounds that their customers demand.",Active,For Profit,,,1999-01-01,year,"Aerospace, Automotive, Manufacturing, Product Design"
Advanced Torque Products,https://www.crunchbase.com/organization/advanced-torque-products,"Newington, Connecticut, United States","Advanced Torque Products manufactures precision torque tools for aerospace assembly and maintenance. They provide socket wrenches, torque testers, and rotary load cells among a wide selection of torque tools. They can design, manufacture, and calibrate torque wrenches for virtually any application, no matter how large or small. This company's wrenches aid greater productivity and are smaller, lighter, more accurate, and more accurate than anything else available on the market. In addition to their product line, Advanced Torque Products also designs, develops, and manufactures products to fit their customers' specific needs.",Active,For Profit,,,2000-01-01,year,"Aerospace, Air Transportation, Automotive, Manufacturing, Transportation"
ATI,https://www.crunchbase.com/organization/ati-36e9,"Dallas, Texas, United States","ATI provides alloys, shapes, and finished components that withstand temperature, corrosion, and stress. They also commercialized stainless steel. They provide compressor discs, turbine discs, seals, shafts, and spools. They supply forgings to different market applications, including aerospace, defence, electrical energy, and many other industrial markets.",Active,For Profit,,,1996-08-15,day,"Aerospace, Industrial, Manufacturing"
Airshare,https://www.crunchbase.com/organization/airshare-b59d,"Lenexa, Kansas, United States",,Active,For Profit,,,2000-01-01,year,"Air Transportation, Fleet Management, Transportation"
Eagle Aviation Finance,https://www.crunchbase.com/organization/eagle-aviation-finance,"Milwaukee, Wisconsin, United States",,Active,For Profit,,,2001-01-01,year,"Aerospace, Financial Services, Leasing"
Arlington International Aviation Products,https://www.crunchbase.com/organization/arlington-international-aviation-products,"Arlington, Texas, United States","Arlington International Aviation Products, LLC. is a full line distributor that specializes in delivering quality aerospace and aircraft hardware to OEM's and major subcontractors around the world. Their  customer list includes manufacturers of commercial and business aircraft,military aircraft, military products and space applications.",Active,For Profit,,,2002-01-01,year,"Aerospace, Manufacturing"
CU Aerospace,https://www.crunchbase.com/organization/cu-aerospace,"Illinois City, Illinois, United States",,Active,For Profit,,,1998-01-01,year,Aerospace
Great River Technology,https://www.crunchbase.com/organization/great-river-technology,"Albuquerque, New Mexico, United States",,Active,For Profit,,,1996-01-01,day,"Aerospace, Electronics"
The 145,https://www.crunchbase.com/organization/the-145,"Alpine, Utah, United States",,Active,For Profit,,,2001-01-01,year,"Aerospace, Analytics, Database"
Johnson Aerospace,https://www.crunchbase.com/organization/johnson-aerospace,"Santa Clarita, California, United States",,Active,For Profit,,,2000-01-01,year,"Aerospace, Mechanical Engineering, Military, Retail, Wholesale"
Interstate Turbine,https://www.crunchbase.com/organization/interstate-turbine,"North Charleston, South Carolina, United States",,Active,For Profit,,,1998-08-01,month,"Aerospace, Air Transportation, Mechanical Engineering"
SAVID,https://www.crunchbase.com/organization/savid,"Saratoga, California, United States","SAVID serves a customer base that includes satellite system service providers, operators, satellite manufacturers, space technology companies, investors, and government agencies. They provide services include technical monitoring, program management, system and specialty engineering, independent and due diligence reviews, business product strategy, and process reengineering services.",Active,For Profit,,,2002-01-01,year,"Aerospace, Consulting, Technical Support"
Emergent Systems,https://www.crunchbase.com/organization/emergent-systems,"Dearborn, Michigan, United States",,Active,For Profit,,,1999-01-01,year,"Aerospace, Consulting, Information Technology, IT Infrastructure"
Solent,https://www.crunchbase.com/organization/solent-9334,"Jamaica, New York, United States",,Active,For Profit,,,1995-01-01,year,"Air Transportation, Consulting, Freight Service"
Sims Aviation,https://www.crunchbase.com/organization/sims-aviation,"Addison, Texas, United States",,Active,For Profit,,,2002-01-01,year,"Aerospace, Mechanical Engineering, Professional Services"
J.D. Brokers & Forwarding,https://www.crunchbase.com/organization/j-d-brokers-forwarding,"Miami, Florida, United States",,Active,For Profit,,,1998-01-01,year,"Air Transportation, Financial Services, Transportation"
Hebmueller,https://www.crunchbase.com/organization/hebmueller,"Tennessee, Illinois, United States",,Active,For Profit,,,1995-01-01,year,"Aerospace, Food and Beverage, Manufacturing, Pharmaceutical"
ZGA Aircraft Parts,https://www.crunchbase.com/organization/zga-aircraft-parts,"Miami, Florida, United States",,Active,For Profit,,,1996-07-01,day,"Aerospace, Sales"
Genesis Filtration,https://www.crunchbase.com/organization/genesis-filtration,"Boise, Idaho, United States","Genesis Filtration is a fluid clarification product manufacturer in the market. The aerospace industry and the industrial market both use filtration. They sell and make stainless steel woven wire filter discs, pleated filter discs, filter blanks, machined housings, wire products, hydraulic filters, stainless steel filters, and fittings.",Active,For Profit,,,1995-01-01,year,"Aerospace, Industrial, Manufacturing"
WC Precision,https://www.crunchbase.com/organization/wc-precision,"Buena Park, California, United States",,Active,For Profit,,,1995-01-01,year,"Aerospace, Industrial, Manufacturing"
Aviation Dynamix,https://www.crunchbase.com/organization/aviation-dynamix,"Wichita, Kansas, United States",,Active,For Profit,,,2002-01-01,year,"Aerospace, Management Consulting, Training"
Universal Synaptics,https://www.crunchbase.com/organization/universal-synaptics,"Roy, Utah, United States","Universal Synaptics provides intermittent fault detection and isolation system, no fault found, avionics testing, improved avionics availability, reduced ownership cost, and intermittent fault root cause Identification.",Active,For Profit,,,1996-01-01,day,"Aerospace, Automotive, Manufacturing, Professional Services"
Avstar Media,https://www.crunchbase.com/organization/avstar-media,"Addison, Texas, United States","Avstar Media is a provider of computer training solutions to the aviation industry. The training is based on standardized, web-based instruction along with sophisticated management, tracking, and reporting.",Active,For Profit,,,2001-01-01,year,"Aerospace, Consulting, E-Learning, Training"
Cara Capital,https://www.crunchbase.com/organization/cara-capital,"Deerfield Beach, Florida, United States",,Active,For Profit,,,2002-01-01,year,"Air Transportation, Consulting, Marketing"
Aerospace Aviation Services,https://www.crunchbase.com/organization/aerospace-aviation-services,"Greensboro, North Carolina, United States",,Active,For Profit,,,2000-01-01,day,"Aerospace, Air Transportation, Space Travel"
Atlas Aircraft Center,https://www.crunchbase.com/organization/atlas-aircraft-center,"Portsmouth, New Hampshire, United States","Atlas Aircraft Center offers technicians the opportunity to attend factory training with Pilatus, engine training, sponsored classes, component instruction, and continuous on-the-job training. They offer aircraft maintenance, avionics, and support positions to keep the planes running. They offer a tuition reimbursement program for aircraft maintenance.",Active,For Profit,,,1998-01-01,month,"Aerospace, Air Transportation, Fleet Management, Technical Support"
Wyser Innovative Products,https://www.crunchbase.com/organization/wyser-innovative-products,"Byron Center, Michigan, United States",,Active,For Profit,,,2002-01-01,year,"Aerospace, Furniture, Manufacturing, Mechanical Engineering, Mining"
Millennium International,https://www.crunchbase.com/organization/millennium-international,"Lees Summit, Missouri, United States",,Active,For Profit,,,1997-01-01,year,"Aerospace, Local, Local Business"
All Metals Sales,https://www.crunchbase.com/organization/all-metals-sales,"Westlake, Ohio, United States","All Metal Sales offers non-standard and custom-made items with what they are looking for, including the ability to provide a vast array of metals from stock to suit their needs. With their focus on customer service and expedited turnaround, they are sure they will agree that they carry a vast number of standard and metals.",Active,For Profit,,,1999-01-01,year,"Aerospace, Customer Service, Manufacturing, Precious Metals, Supply Chain Management"
Future Tech Metals,https://www.crunchbase.com/organization/future-tech-metals,"Riverside, California, United States","Future Tech Metals is a vertically integrated company dedicated to providing high quality customer solutions. As a national leader in precision machining of parts to tight tolerances on a production level, we keep our customers competitive.  ",Active,For Profit,,,1998-01-01,year,"Aerospace, Machinery Manufacturing"
Talent Partners,https://www.crunchbase.com/organization/talent-partners-engaged-executive-search-consultants,"Simsbury, Connecticut, United States","The Talent Partners Group, a global executive search firm, is involved in the recruitment and placement of key personnel around the world in the Americas, EMEA, and APAC regions. It has an effective and innovative approach for delivering talent based on research and analytics.",Active,For Profit,,,1996-01-01,year,"Aerospace, Automotive, Banking, Insurance, Professional Services"
Pacific Airways,https://www.crunchbase.com/organization/pacific-airways,"Seattle, Washington, United States",Pacific Airways is an international virtual airline firm. It offers some of the most modern aircraft available and carries one of the largest and most diverse fleets in the virtual aviation community. It has been providing virtual pilots with a fun and realistic environment to call home for over decades.,Active,For Profit,,,1997-01-01,year,"Aerospace, Air Transportation, Transportation"
Freshorize,https://www.crunchbase.com/organization/freshorize,"Winter Springs, Florida, United States",,Active,For Profit,,,2002-01-01,year,"Aerospace, Consumer Goods, Manufacturing"
Tropic Air Charters,https://www.crunchbase.com/organization/tropic-air-charters,"Fort Lauderdale, Florida, United States",Tropic Air Charters is an aviation company that offers airline services. They operate twin-engine aircraft. Their customer support through email and phone contact.,Active,For Profit,,,1995-01-01,year,"Aerospace, Air Transportation, Rental"
Expeditionary Technology Services,https://www.crunchbase.com/organization/expeditionary-technology-services,"Atlanta, Georgia, United States",,Active,For Profit,,,1998-01-01,year,"Aerospace, Information Technology, Logistics, Management Consulting, Military"
Aerodox,https://www.crunchbase.com/organization/aerodox,"Covington, Georgia, United States",Aerodox is a team of MEL professionals who are dedicated and hardworking. They're staying connected to the aviation community to better serve their customers' needs. They provide crew with MEL training. They provide a yearly revision service. Any revisions that are required during the contract are included in the annual service.,Active,For Profit,,,1999-12-01,month,"Aerospace, Consulting, Technical Support, Training"
Paradigm Jet Management,https://www.crunchbase.com/organization/paradigm-jet-management,"Muskegon, Michigan, United States",,Active,For Profit,,,2002-01-01,year,"Aerospace, Consulting, Fleet Management"
IRCameras,https://www.crunchbase.com/organization/ircameras,"Santa Barbara, California, United States",,Active,For Profit,,,1995-01-01,year,"Aerospace, Manufacturing, Security, Software"
JS2 Aerospace,https://www.crunchbase.com/organization/js2-aerospace,"Coral Springs, Florida, United States",,Active,For Profit,,,2001-08-17,day,"Aerospace, Product Design, Productivity Tools, Professional Services"
BEI,https://www.crunchbase.com/organization/bei-0614,"Huntsville, Alabama, United States",,Active,For Profit,,,2002-01-01,day,"Aerospace, Enterprise Software, Military, Software"
Sandia Aerospace,https://www.crunchbase.com/organization/sandia-aerospace,"Albuquerque, New Mexico, United States","Located in the high desert of Albuquerque, New Mexico, SANDIA Aerospace was founded in 1997 by a group of avionics professionals to provide high quality avionics products to General, Corporate and Regional airline markets. Major product offerings include the company’s STX 165 Transponder with Built-in Encoder, SAE 5-35 Altitude Encoder, SAC 7-35 Airdata Computer,  Avionics Cooling Fans,and MARC 70 interface modules. SANDIA products are offered worldwide by both avionics modification centers and aircraft manufactures. In addition, SANDIA Aerospace provides product development, product design and product manufacturing for other aerospace companies.  The company is committed to a robust future of supplying all segments of the aviation industry with superior avionics products. SANDIA Aerospace pledges to offer theie customers the highest quality products and back them with personal and timely product support.",Active,For Profit,,,1997-01-01,year,"Aerospace, Automotive, Manufacturing, Product Design"
Global Aircraft Dispatch,https://www.crunchbase.com/organization/global-aircraft-dispatch,"Jamaica, New York, United States",,Active,For Profit,,,2001-12-01,month,"Air Transportation, Freight Service, Transportation"
Patmos Engineering Services,https://www.crunchbase.com/organization/patmos-engineering-services,"Issaquah, Washington, United States",,Active,For Profit,,,1999-01-01,year,"Aerospace, Training"
Forklift Training Systems,https://www.crunchbase.com/organization/forklift-training-systems,"Newark, Ohio, United States",,Active,For Profit,,,1998-01-01,year,"Air Transportation, Automotive, Training"
SORA POWER INC.,https://www.crunchbase.com/organization/sora-power-inc,"Corona, California, United States",,Active,For Profit,,,1996-01-01,year,"Aerospace, Electronics, Manufacturing"
California Airsales,https://www.crunchbase.com/organization/california-airsales,"Canoga Park, California, United States",,Active,For Profit,,,1999-01-01,year,"Air Transportation, Consulting, Machinery Manufacturing, Manufacturing"
NexGA Aircraft,https://www.crunchbase.com/organization/nexga-aircraft,"Greensboro, North Carolina, United States",,Active,For Profit,,,2001-01-01,year,"Aerospace, Air Transportation, Retail"
Harris Aircraft Maintenance,https://www.crunchbase.com/organization/harris-aircraft-maintenance,"Sitka, Alaska, United States",,Active,For Profit,,,1998-01-01,year,"Aerospace, Industrial, Service Industry"
Neubert Aero Corp,https://www.crunchbase.com/organization/neubert-aero,"Tampa, Florida, United States",,Active,For Profit,,,1998-01-01,year,"Aerospace, Air Transportation, Manufacturing, Public Safety"
AEE Technology,https://www.crunchbase.com/organization/aee-technology,"San Marcos, California, United States",,Active,For Profit,,,1999-01-01,year,"Aerospace, Drones, Manufacturing"
Aviation Management Consulting Group,https://www.crunchbase.com/organization/aviation-management-consulting-group,"Centennial, Colorado, United States",,Active,For Profit,,,1998-01-01,year,"Air Transportation, Consulting, Management Consulting, Professional Services"
TurboJet Partners,https://www.crunchbase.com/organization/turbojet-partners,"Saint Charles, Illinois, United States",,Active,For Profit,,,2002-01-01,year,"Aerospace, Machinery Manufacturing, Manufacturing, Mechanical Engineering, Wholesale"
Jim Palmer Company,https://www.crunchbase.com/organization/jim-palmer-company,"Belle Plaine, Kansas, United States","Jim Palmer Company specializes in providing CNC programming axes, design, CNC machining, and reverse engineering. They offer fabrication of tooling used for sheet metal forming and trimming, composite tooling, resin transfer molds, and assembly.",Active,For Profit,,,2001-01-01,year,"Aerospace, Industrial, Mechanical Engineering"
Composite Approach,https://www.crunchbase.com/organization/composite-approach,"Redmond, Washington, United States","Composite Approach offers advanced composite contract manufacturing, CAD design, and engineering, and provides full turn-key assemblies to its clients. They offer services including design consultation, project research and development, manufacturing integration, and contract production. They provide quality work with integrity and confidence in the final product.",Active,For Profit,,,1997-01-01,year,"Aerospace, Machinery Manufacturing, Manufacturing, Product Design"
IC2,https://www.crunchbase.com/organization/ic2,"Gainesville, Florida, United States",,Active,For Profit,,,2001-01-01,year,"Aerospace, Manufacturing, Sensor"
McCormick Stevenson,https://www.crunchbase.com/organization/mccormick-stevenson,"Clearwater, Florida, United States",,Active,For Profit,,Women Led,1999-01-01,year,"Aerospace, Animation, Homeland Security, Mechanical Engineering"
Binary Research Institute,https://www.crunchbase.com/organization/binary-research-institute,"Newport Beach, California, United States","Binary Research Institute engages in investigating the potential relationship that our sun and solar system have with other established binary star systems.  The company was founded in 2001 and is headquartered in Newport Beach, California.",Active,For Profit,,,2001-01-01,year,"Aerospace, Information Services"
Spiral Technology,https://www.crunchbase.com/organization/spiral-technology-1bac,"Lancaster, Pennsylvania, United States",,Active,For Profit,,,2000-01-01,year,"Aerospace, Architecture, Manufacturing, Military"
North Point Global Transportation Services,https://www.crunchbase.com/organization/north-point-global-transportation-services,"Atlanta, Georgia, United States",,Active,For Profit,,,2001-09-01,day,"Air Transportation, Railroad, Transportation"
Dylan Aerospace,https://www.crunchbase.com/organization/dylan-aerospace,"Auburn, Washington, United States","Dylan Aerospace provides structural components, assemblies, and kits to the aerospace, defense, and technology industries. They fabricate, machine, finish, and integrate formed, close-tolerance aluminium and specialty alloy components and sheet metal products primarily for large commercial, corporate, and military aircraft. They manufacture more than 5,000 products for integration into a variety of aircraft platforms manufactured by leading Original Equipment Manufacturers and prime aerospace suppliers.",Active,For Profit,,,1999-01-01,year,"Aerospace, Commercial, Industrial, Machinery Manufacturing, Manufacturing"
RH Laboratories,https://www.crunchbase.com/organization/rh-laboratories,"Nashua, New Hampshire, United States",RH Laboratories is an industry leader in the design and production of state-of-the-art RF and microwave components and sub-assemblies. They are used in a broad range of demanding applications that include performance military systems operating in harsh environments.,Active,For Profit,,,2001-01-01,year,"Aerospace, Electrical Distribution, Manufacturing, Space Travel"
Aero Tech Aviation Design,https://www.crunchbase.com/organization/aero-tech-aviation-design,"Grass Lake, Michigan, United States",,Active,For Profit,,,1998-01-01,month,"Aerospace, Air Transportation, Manufacturing, Mechanical Engineering"
Alaska Seaplanes,https://www.crunchbase.com/organization/alaska-seaplanes,"Juneau, Alaska, United States","Alaska Seaplanes offers scheduled flight service, charter flight service, pack creek bear tours, freezer, cooler, baggage storage, flightseeing, transportation, and charter flight services. Their customer support is through email and a contact number.",Active,For Profit,,,1997-01-01,year,"Aerospace, Air Transportation"
Inflight Training Solutions,https://www.crunchbase.com/organization/inflight-training-solutions,"Allentown, Pennsylvania, United States","Inflight Training Solutions offers pilot training and aircraft services. They offer training in international procedures, RVSM, emergency training, and operation specifications.",Active,For Profit,,,2001-01-01,year,"Aerospace, Consulting, Training"
REB Technologies,https://www.crunchbase.com/organization/reb-technologies,"Bedford, Texas, United States",,Active,For Profit,,,1996-01-01,year,"Aerospace, Consulting, Training"
Aviation Advisor,https://www.crunchbase.com/organization/aviation-advisor,"Kenosha, Wisconsin, United States",,Active,For Profit,,,2000-01-01,year,Aerospace
Confirmed Freight,https://www.crunchbase.com/organization/confirmed-freight,"Shelton, Connecticut, United States",,Active,For Profit,,,2001-01-01,year,"Air Transportation, Freight Service, Logistics"
GoFlight Technologies,https://www.crunchbase.com/organization/goflight-technologies,"Hillsboro, Oregon, United States",,Active,For Profit,,,2000-01-01,year,"Aerospace, Electronics, Simulation"
Aviation & Missile Solutions,https://www.crunchbase.com/organization/aviation-missile-solutions,"Huntsville, Alabama, United States",,Active,For Profit,,,1999-01-01,year,"Aerospace, Machinery Manufacturing, Manufacturing"
Op Technologies,https://www.crunchbase.com/organization/op-technologies,"Beaverton, Oregon, United States",,Active,For Profit,,,2001-01-01,day,"Aerospace, Manufacturing"
Schultz Engineered Products,https://www.crunchbase.com/organization/schultz-engineered-products,"Edgewater, Florida, United States",,Active,For Profit,,,1995-01-01,year,"Aerospace, Automotive, Fuel, Machinery Manufacturing, Manufacturing, Test and Measurement"
