Organization Name,Organization Name URL,Headquarters Location,Full Description,Operating Status,Company Type,Last Funding Type,Diversity Spotlight (US Headquarters Only),Founded Date,Founded Date Precision,Industries
Harbour Industries,https://www.crunchbase.com/organization/harbour-industries,"Shelburne, Vermont, United States",,Active,For Profit,,,1965-01-01,day,"Aerospace, Manufacturing, Professional Services"
Seyer,https://www.crunchbase.com/organization/seyer-industries,"Saint Peters, Missouri, United States",,Active,For Profit,,,1957-01-01,year,"Aerospace, Industrial, Manufacturing"
Photo-Sonics,https://www.crunchbase.com/organization/photo-sonics,"Chatsworth, California, United States",,Active,For Profit,,,1925-01-01,year,"Aerospace, Industrial, Manufacturing"
Emery Air,https://www.crunchbase.com/organization/emery-air,"Rockford, Illinois, United States",,Active,For Profit,,,1958-01-01,year,"Aerospace, Air Transportation, Customer Service, Service Industry"
Hill Aircraft,https://www.crunchbase.com/organization/hill-aircraft,"Atlanta, Georgia, United States",,Active,For Profit,,,1955-01-01,year,"Aerospace, Air Transportation"
Cosmo Optics,https://www.crunchbase.com/organization/cosmo-optics,"Albany, New York, United States","Cosmo Optics provides services to defense, government, aerospace, medical, national lab and university. Their products includes imaging components, spherical lenses, Plano flats, cylindrical lenses, and prisms. Their customer can contact them through phone, mail, and social media.",Active,For Profit,,,1957-01-01,year,"Aerospace, Manufacturing, Medical Device, Product Design"
St. Louis Lambert International Airport,https://www.crunchbase.com/organization/st-louis-lambert-international-airport,"St Louis, Missouri, United States",,Active,For Profit,,,1920-10-30,day,Air Transportation
KDI Precision Products,https://www.crunchbase.com/organization/kdi-precision-products,"Cincinnati, Ohio, United States","KDI provides premium fuzing products, including proximity fuzes, electronic and electro-mechanical safety and arming devices.",Active,For Profit,,,1946-01-01,year,Aerospace
STROCO Manufacturing,https://www.crunchbase.com/organization/stroco-manufacturing,"Hazelwood, Missouri, United States","STROCO Manufacturing manufactures brackets, nut plates, terminal boards, cover plates and metal products for the aerospace industry.",Active,For Profit,,,1963-01-01,day,"Aerospace, Manufacturing"
ASKO PROCESSING,https://www.crunchbase.com/organization/asko-processing,"Seattle, Washington, United States",,Active,For Profit,,,1967-01-01,year,"Aerospace, Manufacturing"
Vantage Associates,https://www.crunchbase.com/organization/vantage-associates,"Alva, Oklahoma, United States",,Active,For Profit,,,1960-01-01,year,"Aerospace, Manufacturing"
American Metal Bearing,https://www.crunchbase.com/organization/american-metal-bearing,"Garden Grove, California, United States","American Metal Bearing offers metal engineering and manufacturing services for aerospace and marine applications. AMB provides a comprehensive variety of manufacturing services, from one-of-a-kind designs through ongoing production deliverables. AMB has collaborated with several DoD research offices to develop, engineer, and produce prototypes for advanced research projects at both the scaled and full-size levels.",Active,For Profit,,,1921-01-01,year,"Aerospace, Industrial Manufacturing, Manufacturing, Mechanical Engineering"
Prior Aviation Service,https://www.crunchbase.com/organization/prior-aviation-service,"Buffalo, New York, United States",,Active,For Profit,,,1961-01-01,year,"Aerospace, Training, Transportation"
Magnetic Metals,https://www.crunchbase.com/organization/magnetic-metals,"Cherry Hill, New Jersey, United States",,Active,For Profit,,,1942-01-01,year,"Aerospace, Electronics, Manufacturing"
Moeller Aerospace,https://www.crunchbase.com/organization/moeller-aerospace-79ed,"Wixom, Michigan, United States","Moeller Aerospace is a manufacturer of machined parts for gas turbine aircraft engine and power generation industries. They offer turbine airfoils, blades, vanes, nozzles, flow path parts, seals, dampers, mounts, and locking parts.",Active,For Profit,,,1949-01-01,year,"Aerospace, Industrial, Manufacturing, Product Design"
Neill Aircraft Company,https://www.crunchbase.com/organization/neill-aircraft-company,"Long Beach, California, United States",,Active,For Profit,,,1956-01-01,year,"Aerospace, Air Transportation, Manufacturing"
"Marathonnorco Aerospace, Inc.",https://www.crunchbase.com/organization/marathonnorco-aerospace-inc,"Waco, Texas, United States",,Active,For Profit,,,1923-01-01,year,"Aerospace, Manufacturing"
Sawyer Aviation,https://www.crunchbase.com/organization/sawyer-aviation,"Scottsdale, Arizona, United States",,Active,For Profit,,,1961-01-01,year,"Aerospace, Air Transportation, Training"
Kreisler Manufacturing,https://www.crunchbase.com/organization/kreisler-manufacturing,"Elmwood Park, New Jersey, United States",Kreisler is a manufacturer of precision metal components and assemblies for use in commercial and military aircraft engines as well as industrial gas turbines. The agreement to acquire Kreisler will further United Flexible’s strategy of becoming the preeminent designer and manufacturer of high pressure and high temperature gas and fluid conduits into mission critical systems for OEMs.,Active,For Profit,,,1930-01-01,year,"Aerospace, Automotive, Computer, Manufacturing"
"PECO, Inc.",https://www.crunchbase.com/organization/peco-inc,"Clackamas, Oregon, United States","PECO, Inc. designs and manufacturers highly engineered commercial aerospace interior components and systems for the aerospace industry. PECO specializes in Passenger Service Units (PSUs) which incorporate air handling, emergency oxygen, electrical power management and cabin lighting systems.",Active,For Profit,,,1938-01-01,year,"Aerospace, Manufacturing"
L.J. Walch Co,https://www.crunchbase.com/organization/l-j-walch-co,"Livermore, California, United States",,Active,For Profit,,,1953-01-01,year,"Aerospace, Air Transportation, Electrical Distribution, Lighting"
Permaswage,https://www.crunchbase.com/organization/permaswage,"Newport Beach, California, United States",PCC Fasteners manufacture nearly every fastener type used in the aerospace industry with the careful monitoring and control of specific manufacturing practices and thorough product testing that have been their hallmark.,Active,For Profit,,,1951-01-01,year,"Aerospace, Industrial Manufacturing, Information Technology, Manufacturing"
Alpha Q,https://www.crunchbase.com/organization/alpha-q,"Colchester, Connecticut, United States",,Active,For Profit,,,1966-01-01,year,"Aerospace, Manufacturing, Oil and Gas"
Aerolab,https://www.crunchbase.com/organization/aerolab-4843,"Jessup, Maryland, United States","Aerolab provides design, analysis, fabrication, and installation services. They design and manufacture wind tunnels. For inquiries, telephone and email contacts are used.",Active,For Profit,,,1947-01-01,year,"Aerospace, Manufacturing, Product Design"
US Dynamics,https://www.crunchbase.com/organization/us-dynamics,"Amityville, New York, United States",,Active,For Profit,,,1962-01-01,day,"Aerospace, Electronics, Manufacturing, Technical Support"
Tulsa International Airport,https://www.crunchbase.com/organization/tulsa-international-airport,"Tulsa, Oklahoma, United States",,Active,For Profit,,,1928-01-21,day,"Aerospace, Air Transportation, Government, Tour Operator, Travel"
Ravn Alaska,https://www.crunchbase.com/organization/ravn-alaska-6ba2,"Anchorage, Alaska, United States",,Active,For Profit,,,1948-01-01,year,"Aerospace, Air Transportation, Travel"
Hitchiner,https://www.crunchbase.com/organization/hitchiner,"Milford, Connecticut, United States",,Active,For Profit,,,1946-01-01,year,"Aerospace, Automotive, Manufacturing, Professional Services"
Neumeier Engineering,https://www.crunchbase.com/organization/neumeier-engineering,"Federal Way, Washington, United States",,Active,For Profit,,,1957-01-01,year,"Aerospace, Industrial, Manufacturing"
Nycote Laboratories,https://www.crunchbase.com/organization/nycote-laboratories-corporation,"Los Angeles, California, United States",,Active,For Profit,,,1959-01-01,year,"Aerospace, Industrial, Manufacturing, Space Travel"
Tropical Assemblies,https://www.crunchbase.com/organization/tropical-assemblies,"Fort Lauderdale, Florida, United States","Tropical Assemblies are in automated pre-production prototypes, mid-volume PCB assemblies, wire/cable harness assembly, and multi-level mechanical assembly.They are used in the assembly of both SMT and Thru-Hole PCB's using state-of-the-art precision placement equipment for placing Ultra Fine Pitch BGA, surface mount devices, and automated insertion of through-hole components. They have provided a full spectrum of design and manufacturing services to a variety of high-tech industries, including defence, avionics, medical, and RF,Wireless, from prototypes to volume box builds with full testing capabilities. Tropical Assemblies is a manufacturer of aerospace electronics.",Active,For Profit,,,1966-01-01,year,"Aerospace, Electronics, Industrial Manufacturing, Manufacturing"
Lorraine Travel,https://www.crunchbase.com/organization/lorraine-travel,"Coral Gables, Florida, United States",,Active,For Profit,,,1948-01-01,year,"Air Transportation, Travel, Travel Agency"
Faber Enterprises,https://www.crunchbase.com/organization/faber-enterprises,"Gardena, California, United States",,Active,For Profit,,,1947-01-01,day,"Aerospace, Machinery Manufacturing, Manufacturing"
Air Traffic Control Association,https://www.crunchbase.com/organization/air-traffic-control-association,"Alexandria, Virginia, United States","Established in Washington, D.C., in 1956 by a group of air traffic controllers, the Air Traffic Control Association has been from the outset dedicated to progress in the science of air traffic control and the preservation of a safe flight environment. It provides a forum in which those concerned can address the myriad issues inherent to the development of viable air traffic control systems and aviation infrastructures, and the ever increasing demands on the global navigable airspace environment. Those in the aviation community -- the providers of air traffic control, system architects, manufacturers, suppliers, system operators and users -- join together in ATCA to share their collective experience, knowledge, and efforts in pursuit of common goals.  ATCA is unique in representing a broad spectrum of civil-military cooperation typical of global flying activities. ATCA's Annual Conference and Exhibition provides North America's largest and most diverse venue for aviation-related technology, attracting thousands of civilian and military members and representatives from around the world. ATCA also holds technical symposia, cyber security summits, and various high-level collaborative meetings and briefings domestically and throughout Europe, the Pacific Rim and Latin America. ATCA’s Civil Military Air Traffic Management Summit, known as CMAC™, attracts civil and military aviation leaders from around the world.  The ATCA publications, The Journal of Air Traffic Control, Conference Technical ""Proceedings,"" and the ATCA Bulletin, are prominent sources for the latest news and achievements in the field.",Active,For Profit,,,1956-01-01,year,Aerospace
Memphis International Airport,https://www.crunchbase.com/organization/memphis-international-airport,"Memphis, Tennessee, United States",,Active,For Profit,,,1927-01-01,year,"Air Transportation, Public Transportation, Transportation"
AutoGyro USA,https://www.crunchbase.com/organization/autogyro-usa,"Stevensville, Maryland, United States","AutoGyro USA offers models ranging from tandem, open-cockpit aircraft to two-seat, side-by-side aircraft. They were used by hobbyists, enthusiasts, law enforcement, and industries including agriculture, medicine, mapping, tourism, and transportation.",Active,For Profit,,,1923-01-01,year,"Aerospace, Air Transportation, Training"
Metcut Research,https://www.crunchbase.com/organization/metcut-research,"Cincinnati, Ohio, United States",,Active,For Profit,,,1948-01-01,day,Aerospace
Custom Control Sensors,https://www.crunchbase.com/organization/custom-control-sensors,"Chatsworth, California, United States",,Active,For Profit,,,1957-01-01,year,"Aerospace, Electronics, Energy, Manufacturing"
Dasco Engineering Corporation,https://www.crunchbase.com/organization/dasco-engineering-corporation,"Torrance, California, United States",,Active,For Profit,,,1963-01-01,day,"Aerospace, Industrial Automation, Manufacturing"
LMI Aerospace,https://www.crunchbase.com/organization/lmi-aerospace-7990,"Saint Charles, Illinois, United States",,Active,For Profit,,,1948-01-01,year,"Aerospace, Industrial Engineering, Manufacturing"
Aerotronics,https://www.crunchbase.com/organization/aerotronics-fef2,"Billings, Montana, United States","Aerotronics is an aircraft firm that sells, installs, and services avionics. Their services include loaner cars, aircraft tie downs, emergency 24/7 call-out services, coordination with local operators for maintenance, fuel, interior upgrades, loaner avionics, instruments, exchange avionics, instruments, and accommodation assistance. They offers customer support through email and phone contact.",Active,For Profit,,,1962-01-01,year,"Aerospace, Sales, Service Industry"
Aircraft Propeller Service,https://www.crunchbase.com/organization/aircraft-propeller-service,"Lake Zurich, Illinois, United States",,Active,For Profit,,,1953-01-01,year,"Aerospace, Autonomous Vehicles, Technical Support"
All Metals Processing of Orange County,https://www.crunchbase.com/organization/all-metals-processing-of-orange-county,"Stanton, California, United States","All Metals Processing has a lubricant and pastes for processing titanium cadmium on parts on display. Their lubricant, which is made with natural components, protects tools from unnecessary wear, rust, and corrosion, allowing them to perform longer. They offer metal finishing and inspection services. They work in a variety of areas, including aerospace, military, and defense.",Active,For Profit,,,1961-01-01,year,"Aerospace, Industrial, Machinery Manufacturing, Manufacturing"
Houston Airport System,https://www.crunchbase.com/organization/houston-airport-system,"Houston, Texas, United States",,Active,For Profit,,,1937-01-01,year,"Air Transportation, Government, Transportation"
Aberdeen Flying Service,https://www.crunchbase.com/organization/aberdeen-flying-service,"Aberdeen, South Dakota, United States","Aberdeen Flying Service is a charter flight company that offers air transportation services. Their services includes heated, cold aircraft storage, car rentals, catering, and crew car. They offers customer services through email and phone contact.",Active,For Profit,,,1946-01-01,year,"Aerospace, Air Transportation, Catering, Rental, Self-Storage"
Cyril Bath,https://www.crunchbase.com/organization/cyril-bath,"Monroe, North Carolina, United States",,Active,For Profit,,,1918-01-01,year,"Aerospace, Industrial, Manufacturing"
Cardic Machine Products,https://www.crunchbase.com/organization/cardic-machine-products,"Carson, California, United States","Cardic Machine Products provides aircraft landing gear components, radar array antennas, RF and microwave components, waveguides, fixtures, tooling, and inspection gages.",Active,For Profit,,,1951-10-30,day,"Aerospace, Industrial, Manufacturing"
Taber Industries,https://www.crunchbase.com/organization/taber-industries,"North Tonawanda, New York, United States",,Active,For Profit,,,1948-01-01,day,"Aerospace, Manufacturing"
US Cargo Systems,https://www.crunchbase.com/organization/us-cargo-systems,"Goldsboro, North Carolina, United States",,Active,For Profit,,,1947-01-01,year,"Aerospace, Automotive, Freight Service, Manufacturing, Mechanical Design"
PCC Fluid Fittings,https://www.crunchbase.com/organization/pcc-fluid-fittings,"Gardena, California, United States",,Active,For Profit,,,1938-01-01,year,"Aerospace, Industrial, Industrial Engineering, Manufacturing"
American National Rubber Company,https://www.crunchbase.com/organization/american-national-rubber-company,"Ceredo, West Virginia, United States",,Active,For Profit,,,1957-01-01,year,"Aerospace, Automotive, Electronics, Manufacturing"
Flexco,https://www.crunchbase.com/organization/flexco-3155,"Bell Gardens, California, United States",,Active,For Profit,,,1956-01-01,year,"Aerospace, Manufacturing, Product Design"
American Flux & Metal,https://www.crunchbase.com/organization/american-flux-metal,"Hammonton, New Jersey, United States","American Flux & Metal is also before the flux used for the production of superalloys and other speciality steels. They provides flux and molybdenum to the aerospace, chemical and automotive industries.",Active,For Profit,,,1948-01-01,year,"Aerospace, Automotive, Chemical, Manufacturing"
Triumph Engine Control Systems LLC,https://www.crunchbase.com/organization/triumph-engine-control-systems-llc,"West Hartford, Connecticut, United States","Triumph Engine Control Systems LLC is designs, develops, manufactures, and services aircraft fuel pumps.",Active,For Profit,,,1938-01-01,year,"Aerospace, Manufacturing"
F M Callahan & Son,https://www.crunchbase.com/organization/f-m-callahan-son,"Malden, Massachusetts, United States",,Active,For Profit,,,1910-01-01,year,"Aerospace, Automotive, Industrial, Manufacturing"
Northwest Swiss-Matic,https://www.crunchbase.com/organization/northwest-swiss-matic,"Minneapolis, Minnesota, United States",,Active,For Profit,,,1962-01-01,year,"Aerospace, Automotive, Manufacturing"
Acromil,https://www.crunchbase.com/organization/acromil,"California, Kentucky, United States",,Active,For Profit,,,1961-01-01,day,"Aerospace, Industrial Manufacturing, Manufacturing"
AMETEK Aerospace & Defense,https://www.crunchbase.com/organization/ametek-aerospace-defense,"Wilmington, Massachusetts, United States",,Active,For Profit,,,1952-01-01,year,"Aerospace, Electronics, Manufacturing, Wholesale"
Albion Industries,https://www.crunchbase.com/organization/albion-industries,"Albion, Michigan, United States",,Active,For Profit,,,1947-01-01,year,"Aerospace, Food Processing, Logistics, Supply Chain Management"
Astro Aluminum Treating,https://www.crunchbase.com/organization/astro-aluminum-treating,"South Gate, California, United States",Astro Aluminum Treating has been a prominent subcontractor to prime aerospace and space companies globally for many years. It delivers aluminum treatment services on some of the largest and most complicated aircraft structures.,Active,For Profit,,,1967-01-01,year,"Aerospace, Machinery Manufacturing, Space Travel"
Bemidji Aviation Services,https://www.crunchbase.com/organization/bemidji-aviation-services,"Bemidji, Minnesota, United States",,Active,For Profit,,,1946-01-01,year,"Air Transportation, Freight Service, Transportation"
Orcon Corporation,https://www.crunchbase.com/organization/orcon-corporation,"Clayton, California, United States",,Active,For Profit,,,1962-01-01,year,Aerospace
Heany Industries,https://www.crunchbase.com/organization/heany-industries,"Scottsville, New York, United States",,Active,For Profit,,,1932-01-01,day,"Aerospace, Industrial Manufacturing, Machinery Manufacturing, Manufacturing"
Eagle Aviation,https://www.crunchbase.com/organization/eagle-aviation,"West Columbia, South Carolina, United States",,Active,For Profit,,,1967-01-01,day,Aerospace
Sherwin Incorporated,https://www.crunchbase.com/organization/sherwin-incorporated,"South Gate, California, United States",Sherwin Incorporated manufactures the Dubl-Chek line of liquid dye inspection penetrants. They offer Dubl-Chek visible penetrants throughout the welding and nuclear power industries.,Active,For Profit,,,1964-01-01,year,"Aerospace, Manufacturing, Nuclear, Quality Assurance"
Micro Craft,https://www.crunchbase.com/organization/micro-craft-2,"Tullahoma, Tennessee, United States","Micro Craft specializes in the manufacture and assembly of parts for various facets of the aerospace industry. From production to spares, to flight test hardware, Micro Craft excels in quality, delivery and short turn-arounds. ITAR compliant company that is also implementing enhanced protection controls, providing increased security that will meet future CMMC accreditation criteria.",Active,For Profit,,,1958-01-01,year,"Aerospace, Air Transportation, Manufacturing"
Aircraft Bluebook,https://www.crunchbase.com/organization/aircraft-bluebook,"Shawnee Mission, Kansas, United States",,Active,For Profit,,,1949-01-01,year,"Aerospace, Database, Online Portals"
H&S Sales Inc.,https://www.crunchbase.com/organization/h-s-sales-inc,"Buffalo, New York, United States","H&S sales Inc. was founded in 1952 and distribute quality production and maintenance fasteners, packaging services, and innovative inventory solutions to a wide variety of manufacturers and service organizations across the USA. H&S is an ISO 9001-2008 Quality Certified enterprise.",Active,For Profit,,,1952-01-01,year,"Aerospace, Automotive, Manufacturing, Oil and Gas"
Temsco Helicopters,https://www.crunchbase.com/organization/temsco-helicopters,"Ketchikan, Alaska, United States",,Active,For Profit,,,1958-01-01,year,Aerospace
Central Flying Service,https://www.crunchbase.com/organization/central-flying-service,"Little Rock, Arkansas, United States","Central Flying Service has been serving the aerospace and aviation community that involves sales, maintenance, repair, overhaul, flight training, avionics, and charter. Central Flying Service offers the finest quality service in general aviation. Central Flying Service allowing everyone to manage their training program around work, weather, and aircraft maintenance.",Active,For Profit,,,1939-01-01,year,"Aerospace, Interior Design, Sales, Training, Transportation"
The Structures Company,https://www.crunchbase.com/organization/the-structures-company,"Seal Beach, California, United States",,Active,For Profit,,,1903-12-17,day,"Aerospace, Recruiting, Staffing Agency"
Quality Honeycomb,https://www.crunchbase.com/organization/quality-honeycomb,"Arlington, Virginia, United States","Quality Honeycomb develop and manufacture thin-gauge, high-temperature welded honeycombs. They manufacture the honeycomb configurations needed for virtually every aircraft engine. Their products are used in stationery gas turbines, steam turbines and compressors. They manufacture honeycomb for use in flow straighteners, energy absorbers, flame arrestors, collimators, sound suppressors, radio frequency shields and many structural components.",Active,For Profit,,,1956-01-01,year,"Aerospace, Industrial, Machinery Manufacturing, Manufacturing"
Akron-Canton Airport,https://www.crunchbase.com/organization/akron-canton-airport,"Canton, Ohio, United States",,Active,For Profit,,,1946-02-01,day,"Aerospace, Air Transportation, Transportation"
Precision Aerospace Products,https://www.crunchbase.com/organization/precision-aerospace-products,"Bellevue, Washington, United States","Precision Aerospace Products is a holding entity for diverse businesses in the aerospace and defence industries. Precision Aerospace Products provides category products and technical services along with guidance and expertise to enhance business opportunities globally, maintain cost efficiencies, and improve military aviation readiness. Precision Aerospace Products delivers results to global customers, employees, and stakeholders with decades of business success.",Active,For Profit,,,1945-01-01,year,"Aerospace, Logistics, Space Travel, Technical Support, Training"
Prospect Mold,https://www.crunchbase.com/organization/prospect-mold,"Cuyahoga Falls, Ohio, United States","Prospect Mold offers engineering, fabrication, and inspection of tooling and molds for the aerospace, automotive, and military industries. The company was founded in 1945 and is headquartered in Cuyahoga Falls, Ohio.",Active,For Profit,Private Equity,,1945-01-01,year,"Aerospace, Automotive, Manufacturing, Military"
National Air Filter,https://www.crunchbase.com/organization/national-air-filter,"Cedar Grove, New Jersey, United States","National Air Filter is the oldest and largest full-service Air Filtration Management Company in the United States, proudly serving the Pharmaceutical, Biotech, Healthcare, Medical Research, Power Generation, and Commercial Real Estate Industries since 1939. National Air Filter is a medium-sized, privately-held company with headquarters and warehouses in Cedar Grove, New Jersey. Our customers are primarily located in the eastern U.S., from Massachusetts to Maryland.",Active,For Profit,,,1939-01-01,year,"Air Transportation, Building Maintenance, Manufacturing, Test and Measurement"
Allied Pilots Association,https://www.crunchbase.com/organization/allied-pilots-association,"Fort Worth, Texas, United States",,Active,For Profit,,,1963-01-01,year,"Aerospace, Association"
Dicronite,https://www.crunchbase.com/organization/dicronite,"Nampa, Idaho, United States",,Active,For Profit,,,1965-01-01,year,"Aerospace, Manufacturing, Medical Device"
Burlington International Airport,https://www.crunchbase.com/organization/burlington-international-airport,"Burlington, Vermont, United States","Burlington International Airport has rental cars, restaurants, and shops. Their rental car companies are all conveniently located inside the terminal, on the main floor, adjacent to the baggage carousels. Their shops offer travellers books, magazines, snacks, drinks, and a wide assortment of specialty foods.",Active,For Profit,,,1920-01-01,year,"Aerospace, Air Transportation, Transportation"
Goodyear Aerospace,https://www.crunchbase.com/organization/goodyear-aerospace,"Akron, Ohio, United States","The founding date for Goodyear Aerospace Corporation was listed here on www.crunchbase.com  as 1987.  I knew this was incorrect because my father, Robert C. Nelson,  worked for Goodyear Aerospace Corporation, a subsidiary of Goodyear Tire and Rubber Company.  Our family moved from Detroit, Michigan where Dad's work had to do with tires for automobiles to the Los Angeles area where his new job at Goodyear was in aerospace.   We moved the summer of 1957.  I remember celebrating my June birthday at a motel in Los Angeles where we lived temporarily until our new home was built and ready later that summer.  I read on Wikipedia that the Goodyear Zeppelin Corp. built rigid airships in conjunction with Germany until the relationship between the U.S. and Germany deteriorated prior to World War II.  So in 1939 the Goodyear Aircraft Company dissociated itself from Germany and became its own entity.  In the post-World War II era as Goodyear Aircraft Company's products diversified, especially in terms of radar systems, it became the Goodyear Aerospace Corporation in 1963.",Active,For Profit,,,1924-01-01,year,Aerospace
General Products Partners,https://www.crunchbase.com/organization/general-products-partners,"Brownsboro, Alabama, United States",,Active,For Profit,,,1948-01-01,year,"Aerospace, Industrial Engineering, Manufacturing"
Superior Motion Control,https://www.crunchbase.com/organization/superior-motion-control,"Farmingdale, New York, United States",,Active,For Profit,,,1963-01-01,year,"Aerospace, Industrial Manufacturing, Manufacturing, Military"
Cascade Gasket & Manufacturing,https://www.crunchbase.com/organization/cascade-gasket-manufacturing,"Auburn, Washington, United States",,Active,For Profit,,,1946-01-01,year,"Aerospace, Industrial Engineering, Manufacturing"
Louis Armstrong New Orleans International Airport,https://www.crunchbase.com/organization/louis-armstrong-new-orleans-international-airport,"Kenner, Louisiana, United States",Louis Armstrong New Orleans International Airport provides a passenger-friendly environment that welcomes millions of travelers each year from around the world.,Active,For Profit,,,1946-05-01,month,Air Transportation
Gar-Kenyon Technologies,https://www.crunchbase.com/organization/gar-kenyon-technologies,"Meriden, Connecticut, United States",,Active,For Profit,,,1950-01-01,day,"Aerospace, Hardware, Manufacturing"
GSP International Airport,https://www.crunchbase.com/organization/gsp-international-airport,"Greer, South Carolina, United States",,Active,For Profit,,,1962-01-01,year,"Air Transportation, Government, Public Transportation, Transportation"
Thomson Lamination company,https://www.crunchbase.com/organization/thomson-lamination,"Maple Shade, New Jersey, United States","Thomson Lamination developed into a fully integrated company producing precision carbide dies, laminations made from a wide range of electrical steel alloys, annealing of magnetic materials, and entire electric motor subassemblies, including rotors and engine components. Laminations for essential applications in the military, aerospace, medical, machine tool, and energy sectors,  other technically demanding markets.",Active,For Profit,,,1964-01-01,year,"Aerospace, Manufacturing, Medical, Military, Service Industry"
New England Propeller Service,https://www.crunchbase.com/organization/new-england-propeller-service,"East Haddam, Connecticut, United States","New England Propeller Service provides buying, selling, exchanging, and servicing propellers. They offer inquiries through phone calls and emails.",Active,For Profit,,,1955-01-01,year,"Aerospace, Air Transportation, Sales, Technical Support"
National Utilities,https://www.crunchbase.com/organization/national-utilities,"Fort Worth, Texas, United States",,Active,For Profit,,,1950-01-01,year,"Aerospace, Industrial, Manufacturing"
Mears Machine Corporation,https://www.crunchbase.com/organization/mears-machine-corporation,"Avon, Indiana, United States",,Active,For Profit,,,1966-01-01,year,"Aerospace, Machinery Manufacturing, Manufacturing"
Unit Industries Group,https://www.crunchbase.com/organization/unit-industries-group,"Santa Ana, California, United States",,Active,For Profit,,,1963-01-01,year,"Aerospace, Electronics, Manufacturing"
Laminated Shim,https://www.crunchbase.com/organization/laminated-shim,"Corona, California, United States","Laminated Shim is a sheet metal contractor manufacturing standardized automotive rod shims used by mechanics to maintain wheel alignment in the early automobile era. They provide aluminum, stainless steel, brass, titanium, waterjet, and metal stampings. They offer a laminating process that enables us to meet and or exceed the created industry-required standards.",Active,For Profit,,,1913-01-01,year,"Aerospace, Industrial, Manufacturing"
Ryan Air,https://www.crunchbase.com/organization/ryan-air,"Anchorage, Alaska, United States",,Active,For Profit,,,1953-01-01,year,"Air Transportation, Freight Service, Public Transportation, Transportation"
B&E Group,https://www.crunchbase.com/organization/b-e-group,"Southwick, Massachusetts, United States","B&E Group functions to provide engine and aircraft systems component overhaul and repair services for airlines around the world. B&E Precision Aircraft Components is an industry leader in precision aerospace manufacturing. They specialize in precision manufacturing, heat treatment, brazing, and non-destructive testing. They manufacture complex, machined components used in commercial aerospace, military and space applications, and a maintenance, repair and overhaul which repairs commercial aerospace engine components.",Active,For Profit,,,1950-01-01,year,"Aerospace, Manufacturing, Service Industry"
Lockheed Martin,https://www.crunchbase.com/organization/lockheed-martin-3200,"Bethesda, Maryland, United States",,Active,For Profit,,,1911-01-01,year,"Aerospace, Employment, Manufacturing, Space Travel"
"LaFarge & Egge, Inc.",https://www.crunchbase.com/organization/lafarge-egge-inc,"Lynnwood, Washington, United States",,Active,For Profit,,,1962-01-01,year,"Aerospace, Automotive, Industrial, Industrial Engineering, Industrial Manufacturing, Manufacturing"
Jacon,https://www.crunchbase.com/organization/jacon,"Chatsworth, California, United States",,Active,For Profit,,,1956-01-01,day,"Aerospace, Electronics, Industrial"
North East Fasteners,https://www.crunchbase.com/organization/north-east-fasteners,"Terryville, Connecticut, United States",,Active,For Profit,,,1963-01-01,year,"Aerospace, Automotive, Commercial, Manufacturing, Military"
Woodland Aviation,https://www.crunchbase.com/organization/woodland-aviation,"Davis, California, United States","Woodland Aviation offers aircraft sales, brokerage, and parts. They provide repair stations and authorized service centers for beechcraft, diamond aircraft, cirrus, and cessna. They also offer panel upgrades, database, and software services.",Active,For Profit,,,1963-01-01,year,"Aerospace, Customer Service, Sales"
Allan Aircraft,https://www.crunchbase.com/organization/allan-aircraft,"North Hollywood, California, United States","Allan Aircraft operates as a manufacturer of hydraulic fittings since 1952. They manufacture and stock a wide range of aerospace standards, commercial and industrial fittings. Their manufacturing, production and sales team also work to customer designed fittings and will offer a competitive quote.",Active,For Profit,,,1952-01-01,year,"Aerospace, Air Transportation, Manufacturing"
Rhinestahl,https://www.crunchbase.com/organization/rhinestahl,"Mason, Ohio, United States",,Active,For Profit,,,1967-01-01,year,"Aerospace, Electronics, Manufacturing, Mechanical Engineering"
Compressed Gas Systems,https://www.crunchbase.com/organization/compressed-gas-systems,"Los Alamitos, California, United States",,Active,For Profit,,,1948-01-01,year,"Aerospace, Service Industry, Small and Medium Businesses"
Port Freeport,https://www.crunchbase.com/organization/port-freeport,"Freeport, Texas, United States","Port Freeport provides project cargo and breakbulk operations, container operations, heavy lift terminals, roll-on and off operations, and foreign trade zone services.",Active,For Profit,,,1925-01-01,year,"Air Transportation, Freight Service, Logistics, Transportation"
J.A. Air Center,https://www.crunchbase.com/organization/j-a-air-center,"Sugar Grove, Illinois, United States","J.A. Air Center is a company that provides a premier one-stop shop for general aviation customers. The J.A Air Center was founded to offer dealership-caliber service to aircraft. They are specializing in Avionics Installation, Aircraft Maintenance, FBO Services, Hangar Rental, Aircraft Detailing, Aircraft Interiors, Aircraft Parts, Aircraft Sales, Flight Training, Aircraft Charter, and Pilot Supplies.",Active,For Profit,,,1965-01-01,year,"Aerospace, Air Transportation, Professional Services, Transportation"
S & L Aerospace Metals,https://www.crunchbase.com/organization/s-l-aerospace-metals,"Flushing, New York, United States",,Active,For Profit,,,1967-01-01,year,"Aerospace, Commercial, Manufacturing, Mechanical Engineering, Supply Chain Management"
JD Ott,https://www.crunchbase.com/organization/jd-ott,"Seattle, Washington, United States",,Active,For Profit,,,1943-01-01,year,"Aerospace, Industrial, Manufacturing"
