Organization Name,Organization Name URL,Headquarters Location,Full Description,Operating Status,Company Type,Last Funding Type,Diversity Spotlight (US Headquarters Only),Founded Date,Founded Date Precision,Industries
Aviation Fuel Consultants,https://www.crunchbase.com/organization/aviation-fuel-consultants,"Austin, Texas, United States",,Active,For Profit,,,2013-01-01,year,"Air Transportation, Billing, Fuel, Price Comparison, Supply Chain Management"
Ion Jets,https://www.crunchbase.com/organization/ion-air-group,"Scottsdale, Arizona, United States",,Active,For Profit,,,2013-01-01,year,"Aerospace, Air Transportation, Mobile Apps"
Celtic Airspares,https://www.crunchbase.com/organization/celtic-airspares,"Clearwater, Florida, United States","Celtic Airspares sells, rents, and leases aircraft to airlines, charter companies, MROs, and manufacturers. They supply aerospace hardware and fastening devices for most commercial and military aircraft with a wide variety of spare parts, ranging from fasteners to entire assemblies.",Active,For Profit,,,2010-01-01,year,"Aerospace, Hardware, Manufacturing"
Hill Technical Solutions,https://www.crunchbase.com/organization/hill-technical-solutions,"Huntsville, Alabama, United States","Hill Technical Solutions provides physics-based technical solutions spanning the full spectrum of system engineering from early concept definition and system requirements development; through preliminary design, detail design and product development to verification through rigorous analysis, demonstration and testing, to ensure optimized systems. ﻿​ ounded in 2010, HTSI has since been found providing vital support to major government programs including the Department of Defense (DoD), Missile Defense Agency (MDA), United States Air Force and National Aeronautics Space Administration (NASA) in areas including: System Engineering, Ground Data Management, and Modeling/Simulation. Our corporate expertise includes innovative, dynamic, and forward thinking engineering support to the United States Army mission dating back to the mid-1980s through quick response engineering analysis and requirements verification. ",Active,For Profit,,,2010-01-01,year,"Aerospace, Government, Security"
Vision Aeronautics,https://www.crunchbase.com/organization/vision-aeronautics,"Miami, Florida, United States",,Active,For Profit,,,2014-01-01,year,"Aerospace, Commercial, Industrial, Leasing, Manufacturing"
AV Industries,https://www.crunchbase.com/organization/av-industries,"Miami, Florida, United States",,Active,For Profit,,,2014-01-01,year,"Aerospace, Commercial, Manufacturing, Technical Support"
Evolution Interconnect Systems,https://www.crunchbase.com/organization/evolution-interconnect-systems,"Davie, Florida, United States",,Active,For Profit,,,2014-01-01,year,"Aerospace, Energy, Manufacturing, Mechanical Engineering"
Acquisition Integration,https://www.crunchbase.com/organization/acquisition-integration,"Huntsville, Alabama, United States",,Active,For Profit,,,2013-01-01,year,"Aerospace, Manufacturing, Project Management, Quality Assurance, Supply Chain Management"
Aviation Parts & Trade,https://www.crunchbase.com/organization/aviation-parts-trade,"Plantation, Florida, United States","Aviation Parts and Trade is a supplier of plastic and metal parts for electronics, automotives, and processing industries. They also offer printing and mailing services with the help of PCI.",Active,For Profit,,,2012-01-01,year,"Air Transportation, Commercial, Industrial, Procurement"
Surface Coating Solutions,https://www.crunchbase.com/organization/surface-coating-solutions,"Houston, Texas, United States","SCS, LLC is a startup company. The founder has close to 20 years experience in the specialty coatings field. The company will be focused on high value coatings and finishes for the purposes of ""Surface Modification & Protection"" that positively impact the customers bottom line. The technology is based on specialized siloxanes and silanes that outperforms the majority of coatings and finishes available today in the chosen fields and markets. The company currently has 11 products that are finalized and tested and ready to go to market. At this point it is a matter of marketing, sales and production of goods. We are looking for partners to move forward. The products developed to date are for specialized high value applications in the following markets; O & G, Wind Energy, Aerospace, general Industrial heavy equipment, Architectural, marine and construction. Surface modification includes; Non Stick/Easy Clean, ICE PHOBIC, drag reduction, flow efficiency and fire retardancy, anti graffiti as well as dry erase technology. In addition to the aforementioned qualities the essentials of corrosion, chemical and solvent resistance is incorporated into the finished products.",Active,For Profit,Equity Crowdfunding,,2014-12-16,day,"Aerospace, Industrial, Manufacturing, Wind Energy"
ATF Aerospace,https://www.crunchbase.com/organization/atf-aerospace,"Mesa, Arizona, United States","ATF Aerospace is a company that manufactures and distributes mechanical and electrical components. They offer products for barrel nuts, bushings, and clamps. They provide product sourcing, inventory management, quality control, and delivery services.",Active,For Profit,,,2012-01-01,year,"Aerospace, Industrial, Manufacturing, Mechanical Design"
Proflo Industries,https://www.crunchbase.com/organization/proflo-industries,"Alvada, Ohio, United States","ProFlo Industries provides maintenance and repair services for aircraft refueling equipment, from minor repairs to comprehensive overhauls. They provide a complete inventory of new equipment, including avgas refuelers, jet refuelers, hydrant dispensers, and gasoline and diesel dispensing equipment.",Active,For Profit,,,2014-01-01,year,"Aerospace, Industrial, Manufacturing"
UTS Systems,https://www.crunchbase.com/organization/uts-systems,"Fort Walton Beach, Florida, United States","UTS Systems is a manufacturer of several product lines, including utilis shelters and UTS single skin collective protection shelters. The technology and design of the rapid-deploying shelter, the UTS shelter, is accepted by military units and has passed all performance testing required for military use. Their products include TM18, TM75, TM36, TXL40, TM54, TXL80, TM60, and TXL120 Their accessories include transport containers, electrical, lighting, complexing and connecting, and litter racks.",Active,For Profit,,,2014-01-01,year,"Aerospace, Manufacturing, Military, Sales"
Northwest Flight Service,https://www.crunchbase.com/organization/northwest-flight-service,"Spokane, Washington, United States",,Active,For Profit,,,2013-01-01,year,"Aerospace, Air Transportation, Training"
SyberJet Aircraft,https://www.crunchbase.com/organization/syberjet-aircraft,"San Antonio, Texas, United States","SyberJet Aircraft engages in the manufacturing of SJ30 jet aircraft and related components. The SJ30 is designed with a unique 30 degree swept wing for high speed and fuel-efficient cruising that features leading-edge slats and flaps that are optimized for low-speed approaches and gentle landings. They provide engineering, flight test operations, and flight training, as well as the location for the central repair station for support of the SJ30 customer fleet.",Active,For Profit,,,2011-01-01,year,"Aerospace, Machinery Manufacturing, Manufacturing"
Aerofab NDT,https://www.crunchbase.com/organization/aerofab-ndt,"Kent, Washington, United States",,Active,For Profit,,,2013-01-01,year,"Aerospace, Manufacturing, Military"
Echelon Transportation,https://www.crunchbase.com/organization/echelon-transportation,"Westport, Connecticut, United States","Echelon Transportation LLC (“Echelon”) is a transportation leasing company. Echelon focuses on purchasing and leasing assets directly from companies and world-class manufacturers across a variety of transportation-related industries, including:  -Aviation  -Marine  -Rail  -Specialty Manufacturing",Active,For Profit,,,2014-01-01,year,"Air Transportation, Leasing, Logistics, Marine Transportation, Railroad, Transportation"
Alexandria Insights,https://www.crunchbase.com/organization/alexandria-insights,"Stafford, Virginia, United States",,Active,For Profit,,,2013-01-01,year,"Aerospace, National Security, Service Industry"
"Luxury Aircraft Solutions, Inc.",https://www.crunchbase.com/organization/luxury-aircraft-solutions-inc,"Ronkonkoma, New York, United States","Luxury Aircraft Solutions is an aviation organization which specializes in private jet charter flights, corporate and group charters, and all other aspects of private flying. Luxury Aircraft Solutions is also associated with www.JetMembership.com which offers subscribers private jet charter flights with 0% commission",Active,For Profit,,,2011-09-01,month,"Air Transportation, Leisure, Transportation, Travel, Travel Agency"
AeroCore Technologies,https://www.crunchbase.com/organization/aerocore-technologies,"Lebanon, Indiana, United States","AeroCore Technologies offers to analyze engine data and foam clean jet engines on-wing to maximize performance and reduce lifetime operating expenses. Their services include performance restoration, total engine health, jet engine performance, and engine performance recovery.",Active,For Profit,,,2013-01-01,year,"Aerospace, Fleet Management, Technical Support"
EndoSec,https://www.crunchbase.com/organization/endosec,"Washington, District of Columbia, United States","EndoSec offers products for hardware intrinsic security and cryptography, plus services for security design and AT planning. Their services include encryption, security, cryptography, anti-tampering, FPGA security, ECDH, secure boot, secure memory controller, and more.",Active,For Profit,,,2013-01-01,year,"Aerospace, Cryptocurrency, Security, Software"
AeroMD,https://www.crunchbase.com/organization/aeromd,"Thomas, West Virginia, United States","AeroMD services include air ambulance service, ground ambulance service, individual and companion, case manager or physician, disaster response, pandemic response, elite medical training, air medical transport, trauma, critical care, intensive care, air ambulance, casualty evacuation, medical evacuation, acute care, and patient centered care.",Active,For Profit,,,2014-01-01,year,"Aerospace, Emergency Medicine, Health Care"
Pacem Defense,https://www.crunchbase.com/organization/pacem-defense,"Perry, Florida, United States","Pacem Defense offers defence products. They provide defence articles, ammunition, munitions, training, aircraft maintenance, and risk management. They offer services for military aircraft support, security, and risk management.",Active,For Profit,,,2014-01-01,year,"Aerospace, Military, Risk Management, Training"
Mobus,https://www.crunchbase.com/organization/mobus,"Los Angeles, California, United States",Mobus provides s training and consulting on negotiation with the latest research in economics and psychology to create the most advanced negotiating program in the world: Creative Negotiating. Our team includes subject matter experts from multiple disciplines to carry out our mission statement: We are changing the way the world negotiates.,Active,For Profit,,,2014-01-01,day,"Aerospace, Automotive, Construction, Corporate Training, Information Technology, Manufacturing, Oil and Gas"
Verity Integrated Systems,https://www.crunchbase.com/organization/verity-integrated-systems,"Huntsville, Alabama, United States",Verity Integrated Systems is a cutting-edge science and technology firm that focuses on systems design engineering.,Active,For Profit,,,2013-05-01,month,"Aerospace, Simulation, Software"
Advanced Ceramic Fibers,https://www.crunchbase.com/organization/advanced-ceramic-fibers,"Idaho Falls, Idaho, United States","Advanced Ceramic Fibers is researching 3D printing of ceramic matrix composite components to improve efficiency and longevity for stationary turbine power systems. They are developing advanced materials for batteries, high-voltage transmission lines, towers, insulators, and power-grid components.",Active,For Profit,,,2012-01-01,year,"3D Printing, Aerospace, Manufacturing"
XM2,https://www.crunchbase.com/organization/xm2-9637,"Van Nuys, California, United States",,Active,For Profit,,,2011-01-01,month,"Aerospace, Drones, Manufacturing, Photography, Video"
Wyp Aviation,https://www.crunchbase.com/organization/wyp-aviation,"Meridianville, Alabama, United States","Wyp Aviation builds prototypes as well as designs and tests flights. The company’s portfolio of services includes detail design, system integration, design optimization, prototyping small general aviation and light sport aircrafts, testing basic performance metrics to full stability and control parameter identifications, test planning, and execution support. Wyp Aviation is a small start-up, a long time in the making. From design to prototype to flight test, they have the knowledge and flexibility to face the toughest challenges to take aviation to the next level.​ Wingboard is an aerial sport product designed by Wyp Aviation.",Active,For Profit,,,2014-07-01,day,"Aerospace, Electronics, Manufacturing, Product Design, Sports"
Premier Private Jets,https://www.crunchbase.com/organization/premier-private-jets,"Stuart, Florida, United States","Premier Private Jets specializes in aircraft management, charter and leasing, and acquisition and brokerage. Founded in March 2013, Premier Private Jets first opened our corporate offices in Stuart, Florida. Premier is the culmination of successful Aviator and Founder, Josh Birmingham's years of experience, industry best practices, and unparalleled luxury service.",Active,For Profit,,,2013-03-01,month,"Aerospace, Air Transportation"
Bruxx,https://www.crunchbase.com/organization/bruxx,"Belgium, Wisconsin, United States",,Active,For Profit,,,2011-01-01,year,"Air Transportation, E-Commerce, Internet, Web Browsers"
ASAP Aerospace,https://www.crunchbase.com/organization/asap-aerospace,"Irvine, California, United States",ASAP Aerospace is first website which is serving all aerospace and aviation industries. Also ASAP Aerospace is one stop comprehensive solutions which fulfills all military and NSN parts requirements.You can find your required aerospace parts by just navigate through our inventory. Search aerospace or military parts by National Stock Numbers or Federal supply Groups also. Also you can find aircraft manufacturer and their respective parts by searching their cage codes. Just quote your required part numbers with desired quantity ou account manager get back to you in few minutes. We gives you surety about fast delivery and 24*7 support.,Active,For Profit,,,2011-07-08,day,"Aerospace, Commercial, Industrial, Manufacturing"
Precision Tech Aero,https://www.crunchbase.com/organization/precision-tech-aero,"Miami Lakes, Florida, United States",,Active,For Profit,,,2011-01-01,year,"Aerospace, Mechanical Engineering, Technical Support"
Aerostar,https://www.crunchbase.com/organization/aerostar-4190,"Mobile, Alabama, United States",,Active,For Profit,,,2011-01-01,year,"Aerospace, Air Transportation, Mechanical Engineering"
RelChip,https://www.crunchbase.com/organization/relchip,"Provo, Utah, United States","RelChip is a privately held, semiconductor firm based in Provo, Utah. Emerging from a high temperature ASIC group within the oil and gas sector, our technology provides extreme environment, reliable semiconductor products. Our components enable systems previous unobtainable in multiple industries such as aerospace, energy, and utilities. RelChip products open up many possibilities for your designs in any hostile environment. Our microcontroller and memory products operate from -55C to 300C with product life measured in years. Our 32-bit microcontroller is the only circuit of its type operating up to 300C.",Active,For Profit,,,2010-01-01,year,"Aerospace, B2B, Electronics, Energy, Oil and Gas, Renewable Energy"
21 Air,https://www.crunchbase.com/organization/21-air,"Doral, Florida, United States","21 Air provides provides range of air cargo solutions. They provide ACMI, CMI, and charter cargo services. The contact modes of the company are mail, phone, and physical address.",Active,For Profit,,,2014-02-25,day,"Aerospace, Commercial, Technical Support"
Bowler Pons Solution Consultants,https://www.crunchbase.com/organization/bowler-pons-solution-consultants,"Annapolis, Maryland, United States","Bowler pons provides innovation technology solutions ,security enginering  gsa stars, sea port nxg, gsa stars 3.They provides intelligence,mobility ,vigilence services.For inquiries contact email and phone number are available on the website.",Active,For Profit,,,2012-01-01,year,"Aerospace, Consulting, Manufacturing, Technical Support"
Horizon Air Group,https://www.crunchbase.com/organization/horizon-air-charter,"Dallas, Texas, United States","Horizon Air Group Experienced with thousands of successful charter flights, our clients rest assured they are in the very best hands. Operational excellence and strict safety considerations are the driving force behind our success.",Active,For Profit,,,2014-01-01,day,"Aerospace, Air Transportation, Professional Services"
Global Net Logistics,https://www.crunchbase.com/organization/global-net-logistics,"Flower Mound, Texas, United States","Global Net Logistics provides an across the board selection of air freight services both domestically and internationally. When transit times really matter, our worldwide agent and air carrier network can move your shipment with the service they need. They offer additional services including freight consolidation, cargo insurance, charters, and more with a Global Net Logistics Expert.",Active,For Profit,,,2014-01-01,year,"Air Transportation, Logistics, Transportation"
3rd Dimension Industrial 3D Printing,https://www.crunchbase.com/organization/3rd-dimension-industrial-3d-printing,"Indianapolis, Indiana, United States",3rd Dimension Industrial 3D Printing specializes in the additive manufacturing of metals.,Active,For Profit,,,2013-01-01,year,"Aerospace, Manufacturing, Precious Metals"
Zina Flight Support,https://www.crunchbase.com/organization/zina-flight-support,"Austin, Texas, United States",,Active,For Profit,,,2011-01-01,year,"Aerospace, Customer Service, Electronics, Supply Chain Management"
Vuronyx Technologies,https://www.crunchbase.com/organization/vuronyx-technologies,"Woburn, Massachusetts, United States",,Active,For Profit,,,2011-01-01,year,"Advanced Materials, Aerospace, Commercial"
Sera Star Systems,https://www.crunchbase.com/organization/sera-star-systems,"Colony, Kansas, United States","Sera Star Systems is a mission-critical defense supplier that provides full-service government contracting support for aerospace and defense, military tactical and life support systems, and disruptive technologies.S3 is a corporation that connects innovators with warfighters in order to protect and advance American military dominance. The team draws on years of operational and procurement experience in the Department of Defense and the military to fully comprehend customer requirements.",Active,For Profit,,,2011-01-01,year,"Aerospace, Consulting, Security"
Spectre Air Capital,https://www.crunchbase.com/organization/spectre-air-capital,"Austin, Texas, United States","Spectre Air Capital is a aircraft trading companies that sells aircraft, engines, and aftermarket parts. They also offers maintenance and material management solutions. Their customer support through phone contact.",Active,For Profit,,,2013-01-01,year,"Aerospace, Leasing, Wholesale"
Nodein Inc.,https://www.crunchbase.com/organization/nodein-inc,"Burlington, Connecticut, United States",,Active,For Profit,,,2013-01-01,day,"Aerospace, Artificial Intelligence, Hardware"
Allied Drones,https://www.crunchbase.com/organization/allied-drones,"Huntington Beach, California, United States","Allied Drones provides turnkey solutions, including advanced air vehicles, ground control stations, data-link systems, sensors, systems software, UAS trainers, maintenance and support from field to operational levels. In-house manufacturing means custom airframe, payload, and software services are available.",Active,For Profit,,,2012-01-01,year,"Aerospace, Manufacturing, Robotics"
Aerius Management,https://www.crunchbase.com/organization/aerius-management,"Seattle, Washington, United States","Aerius Management offers industry experience, attention to detail, and unique business model have allowed us to grow into a regional leader in aviation services. They offer synergies and economies of scale in fleet management while retaining the advocacy and oversight of an independent flight department.",Active,For Profit,,,2012-01-01,year,"Aerospace, Air Transportation, Industrial Automation"
Braxton Science & Technology Group,https://www.crunchbase.com/organization/braxton-science-technology-group,"Colorado Springs, Colorado, United States","Braxton Science & Technology Group (BSTG) combines companies with expertise and products for Command & Control, Satellite Ground Systems, Software Development, Systems Engineering, Cross Domain Data Dissemination, Information Assurance, Cyber Security, and Business Intelligence.",Active,For Profit,,,2013-01-01,year,"Aerospace, Software, Space Travel"
Arcs Aviation,https://www.crunchbase.com/organization/arcs-aviation,"Cookeville, Tennessee, United States",,Active,For Profit,,,2012-01-01,year,"Air Transportation, Consulting, Training, Virtual Reality"
Secure Planet,https://www.crunchbase.com/organization/secure-planet-c7d2,"Arlington, Virginia, United States",,Active,For Profit,,,2010-01-01,year,"Aerospace, Military"
AeroTech Engineering Consultants,https://www.crunchbase.com/organization/aerotech-engineering-consultants,"Windsor Locks, Connecticut, United States","AeroTech Engineering Consultants provides the aerospace industry with comprehensive aerospace engineering consulting services. AeroTech Engineering Consultants is located in Windsor Locks, Connecticut.",Active,For Profit,,,2014-01-01,year,"Aerospace, Civil Engineering, Consulting, Navigation"
Segal Industries,https://www.crunchbase.com/organization/segal-industries,"Los Angeles, California, United States","Segal Industries conceptualizes and develops solutions in the fields of space exploration, master planning, digital currency, artificial intelligence, fusion energy, and human biotechnology.",Active,For Profit,,,2014-08-28,day,"Aerospace, Artificial Intelligence, Software"
Sundowner Aviation,https://www.crunchbase.com/organization/sundowner-aviation,"Carroll, Ohio, United States",Sundowner Aviation is an air force academy. Their airport has all the amenities but has much less traffic than other local fields. They have completed and logged the appropriate ground and flight training for the multi-engine rating.,Active,For Profit,,,2012-01-01,year,"Aerospace, Rental, Training"
Applied Aerospace Solutions,https://www.crunchbase.com/organization/applied-aerospace-solutions,"Hollywood, Florida, United States",,Active,For Profit,,,2010-01-01,year,"Aerospace, Commercial, Manufacturing, Retail"
Ladd Gardner Aviation Insurance Agency,https://www.crunchbase.com/organization/ladd-gardner-aviation-insurance-agency,"Addison, Texas, United States",,Active,For Profit,,,2010-01-01,year,"Aerospace, Air Transportation, Auto Insurance, Insurance"
Smart Jet Aviation,https://www.crunchbase.com/organization/smart-jet-aviation,"Salt Lake City, Utah, United States",Smart Jet Aviation is offering aviation services to aircraft operators while utilizing environmentally friendly principles and practices for a healthy future and quality of life.,Active,For Profit,,,2010-01-01,year,Aerospace
CubeCab,https://www.crunchbase.com/organization/cubecab,"Mountain View, California, United States",,Active,For Profit,,,2014-01-01,year,"Aerospace, Logistics, Manufacturing, Transportation"
Cargo Repair,https://www.crunchbase.com/organization/cargo-repair,"Louisville, Kentucky, United States","Cargo repair maintains and overhauls the cargo loading systems for the Boeing, Douglas, and Airbus fleets. Some of their services include on-site spare support, flat-rate exchanges, exchanges, overhauls, and repairs. The contact mode of the company is by mail, phone, and physical address.",Active,For Profit,,,2012-01-01,year,"Aerospace, Air Transportation, Field Support, Mechanical Engineering"
JIRACOR,https://www.crunchbase.com/organization/jiracor,"Orlando, Florida, United States",,Active,For Profit,,,2011-01-01,year,"Aerospace, Manufacturing, Training"
Rotorcorp,https://www.crunchbase.com/organization/rotorcorp,"Atlanta, Georgia, United States",Rotorcorp their online store carries stock inventory parts to meet the service with industry export and logistics.,Active,For Profit,,,2011-01-01,year,"Aerospace, Commercial, E-Commerce, Logistics, Service Industry"
Business Aviation Solutions,https://www.crunchbase.com/organization/business-aviation-solutions,"Van Nuys, California, United States","Business Aviation Solutions offer this set of multidisciplinary services based on their deep industry knowledge and their proven ability to help clients enhance safety, implement practices and achieve operational excellence. They have an industry and a desire to truly listen to a client’s challenges. In depth listening helps us develop a deep understanding of their clients’ businesses.  They use that understanding and integrate their expertise into the dynamic to address industry-specific issues and provide competitive advantages in an ever changing business environment. They provide their clients with valuable world-class insights that generate tangible and measurable results.",Active,For Profit,,,2011-01-01,year,"Air Transportation, Business Development, Business Information Systems, Consulting, Transportation"
Duty Free Partners,https://www.crunchbase.com/organization/duty-free-partners,"Doral, Florida, United States",,Active,For Profit,,,2012-01-01,year,"Air Transportation, Retail, Travel"
ClearedDirect,https://www.crunchbase.com/organization/cleareddirect,"Austin, Texas, United States",,Active,For Profit,,,2012-01-01,year,"Aerospace, Business Development, Consulting, Facility Management"
StellarPeak Corp,https://www.crunchbase.com/organization/stellarpeak-corp,"Reston, Virginia, United States",,Active,For Profit,,,2014-01-01,day,"Aerospace, Cyber Security, Security, Training"
Visual Mobility Inc.,https://www.crunchbase.com/organization/visual-mobility-inc,"San Diego, California, United States",Visual Mobility’s mission is to develop a new generation of mobility software products that offer profound abilities for their customers to address their growing business needs.,Active,For Profit,,,2013-01-01,year,"Aerospace, Oil and Gas, Software"
HD Aero Support,https://www.crunchbase.com/organization/hd-aero-support,"Boynton Beach, Florida, United States",,Active,For Profit,,,2010-01-01,year,"Aerospace, Hardware, Manufacturing, Wholesale"
RPS Defense,https://www.crunchbase.com/organization/rps-defense,"Addison, Texas, United States",,Active,For Profit,,,2013-01-01,year,"Air Transportation, Military, Training"
AeroData,https://www.crunchbase.com/organization/aerodata,"Englewood, Colorado, United States",AeroData is a provider of software-based performance solutions utilized by commercial air carriers and business aircraft operators worldwide.,Active,For Profit,,,2010-01-01,day,"Air Transportation, Information Services, Online Portals, Software"
Milestone Aviation,https://www.crunchbase.com/organization/milestone-aviation,"Norwalk, Connecticut, United States",,Active,For Profit,,,2010-01-01,year,"Aerospace, Financial Services, Professional Services"
Smart Tooling,https://www.crunchbase.com/organization/smart-tooling,"Miamisburg, Ohio, United States","Smart Tooling provides formable, reusable tooling solutions for manufacturing composite parts with complex and trapped geometries that reduce labour hours, increase throughput, decrease consumables, and improve quality. They offer commercialised shape memory polymer tooling technology for manufacturing composite parts by providing custom solutions for early adopters such as Cobham, NAVAIR, NASA, and Spirit AeroSystems.",Active,For Profit,,,2010-01-01,year,"Aerospace, Industrial, Manufacturing"
Air Spares Unlimited,https://www.crunchbase.com/organization/air-spares-unlimited,"Chicago, Illinois, United States","Air Spares Unlimited is a chapter 32 aviation asset supplier for the aftermarket aerospace industry that provides landing gear, wheels, and brakes, and also offers turn-key solutions to source, sell, lease, exchange, manage repairs, and warehouse consignment materials, their services include outright, replacement parts, handling repair communications and provides records assistance.",Active,For Profit,,,2014-01-01,year,"Aerospace, Commercial, Consulting, Leasing, Sales, Stock Exchanges"
AGC Acquisition,https://www.crunchbase.com/organization/agc-acquisition,"Meriden, Connecticut, United States",,Active,For Profit,,,2013-01-01,year,"Aerospace, Manufacturing"
World Business Aerospace,https://www.crunchbase.com/organization/world-business-aerospace,"Miami, Florida, United States","World Business Aerospace is a producer and distributor of aeronautical parts. Their products include aeronautics, naval, security and defense, general equipment, and oils and lubricants. They offer inspection, repair, and overhaul services for planes and helicopters. An online inquiry form is available on the company's website.",Active,For Profit,,,2012-01-01,year,"Aerospace, Industrial, Machinery Manufacturing, Manufacturing"
OSM Aviation,https://www.crunchbase.com/organization/osm-aviation,"Fort Lauderdale, Florida, United States",,Active,For Profit,,,2013-01-01,day,"Aerospace, Air Transportation, Professional Services"
Vector Solutions,https://www.crunchbase.com/organization/vector-solutions-d363,"Phoenix, Arizona, United States",,Active,For Profit,,,2014-01-01,year,"Aerospace, Industrial Engineering, Manufacturing, Security"
3D Composites,https://www.crunchbase.com/organization/3d-composites,"Arlington, Washington, United States",,Active,For Profit,,,2013-01-01,year,"3D Printing, Aerospace, Manufacturing"
Integrity Aerospace,https://www.crunchbase.com/organization/integrity-aerospace-group,"Troy, Michigan, United States","Integrity Aerospace Group, Inc., through its subsidiaries, provides nondestructive testing (NDT) and surface finishing services and products. It offers X-R-I testing, training, and consulting services, as well as specializes in offering X-ray food inspection and rental services for sorting of quarantined food products. The company also provides onsite NDT inspection of parts using digital X-ray imaging; ",Active,For Profit,,,2011-01-01,year,"Aerospace, Manufacturing, Sales, Service Industry"
"UVFAB Systems, Inc.",https://www.crunchbase.com/organization/uvotech-systems-inc,"Walnut Creek, California, United States","UVFAB Systems manufactures, distributes and provides solutions in the Semiconductor, Electronics, BioMedical, Aerospace, Medical Devices and Photovoltaic industries. Our line of products is diversified and comprehensive; suitable for research and development labs, University and Government organizations, production facilities, foundries as well as fabless companies.",Active,For Profit,,,2011-11-01,month,"Aerospace, Computer, Electronics, Manufacturing, Medical"
Air Critical Care,https://www.crunchbase.com/organization/air-critical-care,"Punta Gorda, Florida, United States","Air Critical Care has risen to the top of the air medical transportation industry. They like to treat each patient as if they were a member of their own family, thus their treatments always include the personal touch.  Air critical care operates medical flights in every city, every state, and every country worldwide, with corporate offices in point charlotte, florida, and west palm beach, florida. Orlando, Florida, New York City, New York, Michigan, North Carolina, and Arizona are among the top destinations. Air critical care is accredited, regulated, and insured, so you can rest certain that they are working with in the business. By deploying some of the most cost effective aircraft that are specially configured as mobile critical care units, they are changing the air ambulance sector.",Active,For Profit,,,2010-01-01,year,"Air Transportation, Freight Service, Health Care, Medical"
Aircraft Sales Group,https://www.crunchbase.com/organization/aircraft-sales-group,"Chicago, Illinois, United States",,Active,For Profit,,,2011-01-01,day,"Aerospace, Business Information Systems, Professional Services"
Quantem FBO Group,https://www.crunchbase.com/organization/quantem-fbo-group,"Manchester, New Hampshire, United States",,Active,For Profit,,,2013-01-01,year,"Aerospace, Consulting, Customer Service"
RewardExpert.com,https://www.crunchbase.com/organization/rewardexpert-com,"Brooklyn, New York, United States","Reward Expert has created a service that will help people get the maximum benefit for their spending and flying. Everyone knows about reward programs, but only a few know how to really take full advantage of them. The best use of points and miles is when you use them to book an airline award ticket. But many people opt for cash back or gift cards instead because frequent flyer programs are too complex to sort though. People often don’t know which program to use or what airline to fly on to make the best use of their miles and points. There are a lot of rules that confuse people and discourage them from booking award tickets. And many are shocked when they see the taxes and surcharges levied on some of those tickets. That’s where we come in. We set out to make these programs simple enough for anyone to use. We have automated the research process and put all of the options in one place.To get started all you have to do is pick a destination and we will develop a strategy to get you there for the least amount of miles. Then we guide you through the process from registering for a frequent flyer program to booking the ticket. And we’ll help you track your miles and boost your balance so you can achieve your dream faster. We want to open up access to the best rewards to everyone. Even if you didn't think you could earn enough for an award ticket, we know you can. And we’re here to help.",Active,For Profit,,,2014-01-03,day,"Aerospace, Internet, Ticketing"
The Palmdale Aerospace Academy,https://www.crunchbase.com/organization/the-palmdale-aerospace-academy,"Palmdale, California, United States",,Active,For Profit,,,2012-01-01,year,"Aerospace, Education, Professional Services, Training"
Addaero Manufacturing,https://www.crunchbase.com/organization/addaero-manufacturing,"New Britain, Connecticut, United States","Addaero Manufacturing engages in the metal alloy-based additive manufacturing for the aerospace and defense industries. Addaero’s approach is to solve customer challenges with solutions that work and support their additive parts requirements. By continually exploring many different additive manufacturing methods, Addaero combines the right technology to the application. ",Active,For Profit,,,2013-01-01,year,"Aerospace, Industrial Manufacturing, Manufacturing"
ITC Defense Corp.,https://www.crunchbase.com/organization/itc-defense-corp,"Arlington, Virginia, United States",,Active,For Profit,,,2012-01-01,year,"Aerospace, Service Industry, Software"
Intrepid Aerospace Inc.,https://www.crunchbase.com/organization/intrepid-aerospace-inc,"Fort Myers, Florida, United States",,Active,For Profit,,,2010-03-05,day,Aerospace
Pivot Case,https://www.crunchbase.com/organization/pivot-case,"Spring, Texas, United States",,Active,For Profit,,,2013-01-01,year,"Aerospace, Electronics"
Precision Drone,https://www.crunchbase.com/organization/precision-drone,"Noblesville, Indiana, United States",,Active,For Profit,,,2014-01-01,day,"Aerospace, Drones, Manufacturing"
Global One Training,https://www.crunchbase.com/organization/global-one-training,"Sanford, Florida, United States","Global One Training is a simulator training center that offers simulator training to airlines, operators, and individuals. They offer training solutions that fit the requirements. They provide a training facility with classrooms, training aids, and four FAA certified full flight simulators,",Active,For Profit,,,2012-01-01,year,"Aerospace, Customer Service, Training"
5AERO,https://www.crunchbase.com/organization/5aero,"Sheridan, Wyoming, United States","5AERO is a distributor of airline parts. They provide airlines with parts supply, repair, pool management, sales, customer service, logistics, IT aerospace development, ERP, and AI technologies. They offer aircraft part distribution services.",Active,For Profit,,,2013-01-01,year,"Aerospace, Logistics, Wholesale"
Baskins Machined Products,https://www.crunchbase.com/organization/baskins-machined-products,"Collinsville, Illinois, United States","Baskins Machined Products is a machining company. They provide 3-axis machining, 5- axis machining horizontal machines with rotary, vertical machining center, lathe live tuning, and sub-assembly. They also provide machining services for aviation and aerospace.",Active,For Profit,,,2012-01-01,year,"Aerospace, Industrial, Manufacturing"
