Organization Name,Organization Name URL,Headquarters Location,Full Description,Operating Status,Company Type,Last Funding Type,Diversity Spotlight (US Headquarters Only),Founded Date,Founded Date Precision,Industries
Moller International,https://www.crunchbase.com/organization/moller-international,"Davis, California, United States","Moller International was founded in 1983 as a spin-off of Moller Corporation to continue to design, develop, manufacture and market personal vertical takeoff and landing aircraft (VTOL). The company has developed and integrated the disparate technologies required for small, powered-lift VTOL aircraft. These include electronic stabilization and control systems, efficient ducted fan designs, thrust vectoring mechanisms and aerodynamically stable composite airframe structures. The single most significant spin-off technology is the Rotapower engine, a Wankel rotary engine. This engine is now produced and marketed by Freedom Motors. Their purpose is to develop and put into use personal transport vehicles that are as safe, efficient, affordable, and easy-to-use as automobiles. These would not be constrained by existing transportation networks, and will provide quick and convenient transport to any destination better than any alternative. This vehicle should have a low environmental impact in terms of noise, emissions, and fuel consumption. Total costs of ownership over the life of the vehicle, including purchase price, operating costs and infrastructure costs should be reasonably low. This would be competing with such alternatives as personal or mass transport vehicles, general aviation, commercial air travel, and rail or motor vehicles.",Active,For Profit,,,1983-01-01,year,"Aerospace, Automotive, Manufacturing"
TEK Precision,https://www.crunchbase.com/organization/tek-precision,"Deer Park, New York, United States","TEK Precision manufactures aircraft parts. They manufacture hydraulic valves and small assemblies for aircraft. The company offers machining, hydraulic and tensile testing, structural adhesive bonding, surface grinding, ultrasonic cleaning, and degreasing services.",Active,For Profit,,,1968-01-01,year,"Aerospace, Manufacturing, Sales"
Kreis Tool and Manufacturing Company,https://www.crunchbase.com/organization/kreis-tool-and-manufacturing-company,"Elgin, Illinois, United States",,Active,For Profit,,,1969-01-01,year,"Aerospace, Manufacturing, Military"
Sac EDM and Waterjet,https://www.crunchbase.com/organization/sac-edm-and-waterjet,"Rancho Cordova, California, United States",,Active,For Profit,,,1982-01-01,day,"Aerospace, Industrial, Machinery Manufacturing, Manufacturing"
Aero Speed Expedited Delivery Services,https://www.crunchbase.com/organization/aero-speed-expedited-delivery-services,"Sparks, Nevada, United States","Aero Speed Expedited Delivery Services provides post office boxes and delivered to their doorsteps. They provide expedited delivery, time-critical, dedicated schedules freight, air freight ground service, courier, messenger, parts banking, warehousing, and distribution. They provide inquiries through phone calls.",Active,For Profit,,,1984-01-01,year,"Air Transportation, Courier Service, Delivery Service, Freight Service, Transportation"
Hop-A-Jet Worldwide Jet Charter,https://www.crunchbase.com/organization/hop-a-jet-worldwide-jet-charter,"Fort Lauderdale, Florida, United States",,Active,For Profit,,,1973-01-01,year,"Aerospace, Air Transportation, Catering, Fleet Management, Transportation, Travel"
McGuire & Associates,https://www.crunchbase.com/organization/mcguire-associates,"San Francisco, California, United States",,Active,For Profit,,,1982-01-01,year,"Air Transportation, Food and Beverage, Logistics"
ASI-Aero Services,https://www.crunchbase.com/organization/asi-aero-services,"Hutchinson, Minnesota, United States",,Active,For Profit,,,1983-01-01,year,"Aerospace, Sales, Wholesale"
Glasair Aviation,https://www.crunchbase.com/organization/glasair-aviation,"Arlington, Washington, United States",,Active,For Profit,,,1980-01-01,year,"Aerospace, Manufacturing"
BSP Transportation,https://www.crunchbase.com/organization/bsp-transportation,"Londonderry, New Hampshire, United States",BSP Transportation is a logistics provider of freight through air transportation.,Active,For Profit,,,1970-01-01,year,"Air Transportation, Logistics, Transportation"
Butler Avionics,https://www.crunchbase.com/organization/butler-avionics,"New Century, Kansas, United States",,Active,For Profit,,,1969-01-01,month,"Aerospace, Air Transportation, Mechanical Engineering"
Boston JetSearch,https://www.crunchbase.com/organization/boston-jetsearch,"Bedford, Massachusetts, United States",,Active,For Profit,,,1983-01-01,year,"Aerospace, Consulting, Market Research"
Celtech,https://www.crunchbase.com/organization/celtech,"Carlsbad, New Mexico, United States",,Active,For Profit,,,1976-01-01,year,"Aerospace, Industrial Engineering, Manufacturing"
Air-Mods and Repair,https://www.crunchbase.com/organization/air-mods-and-repair,"Robbinsville, New Jersey, United States","Air-Mods and Repair provides services ranging from aircraft sales and consignment to routine maintenance, the most challenging airframes, and power plant repairs. They offer ferry tank installations, modifications and repairs, major structural repairs, detailing, and FBO services.",Active,For Profit,,,1982-01-01,year,"Aerospace, Air Transportation, Customer Service"
Aerospace Control Products,https://www.crunchbase.com/organization/aerospace-control-products,"Davenport, Iowa, United States","Aerospace Control Products offers products such as gage presses switches, barometric presses switches, hydraulic presses switches, horizontal liquid level switches, and vertical liquid level switches. It also has an FAA Repair Station where its items are serviced and repaired. It provides OEM and Aircraft System Manufacturers, both large and small.",Active,For Profit,,,1979-01-01,year,"Aerospace, Manufacturing, Navigation, Test and Measurement"
Aircrafters,https://www.crunchbase.com/organization/aircrafters,"New Castle, Delaware, United States","Aircrafters is a provider of wheel and brake parts for the aviation industry through its aftermarket distribution of Collins wheel and brake parts, its extensive parts inventory, and the provision of exchange asset pools for multiple global operators.",Active,For Profit,,,1984-01-01,year,Aerospace
Majestic Aerotech,https://www.crunchbase.com/organization/majestic-aerotech,"Tacoma, Washington, United States","Majestic Aerotech has been known as a source for manufacturing, reconditioning, repairs, and sales of emergency medical kits, first aid kits, Biohazard kits, coalescers, and other aircraft parts for corporate and commercial aviation. Both commercial and corporate flight operations rely on Majestic Aerotech to provide the products and services to keep them flying. They also remanufacture and recondition aircraft parts.",Active,For Profit,,,1984-01-01,year,"Aerospace, Emergency Medicine, Industrial Engineering, Manufacturing"
Aurora Aviation,https://www.crunchbase.com/organization/aurora-aviation,"Aurora, Oregon, United States",,Active,For Profit,,,1970-01-01,year,"Aerospace, Market Research, Sales"
Wings Insurance,https://www.crunchbase.com/organization/wings-insurance,"Eden Prairie, Minnesota, United States","They are dedicated to the highest quality of Customer Service delivered with a sense of friendliness, individual pride, knowledge, and Company Spirit. They are committed to provide their greatest assets, their Employees, a stable work environment with equal opportunity for learning and personal growth. ",Active,For Profit,,,1984-01-01,year,Aerospace
Idaho Helicopters,https://www.crunchbase.com/organization/idaho-helicopters,"Boise, Idaho, United States",,Active,For Profit,,,1970-01-01,year,"Air Transportation, Construction, Mechanical Engineering"
AirMart Aircraft Sales and Brokerage,https://www.crunchbase.com/organization/airmart-aircraft-sales-and-brokerage,"Lexington, Kentucky, United States","Airmart offers aircraft selling and buying services. They provide aircraft sales, aircraft brokerage, and general aviation services. They also provide transaction security, aircraft leasing, and aircraft quality inspection services.",Active,For Profit,,,1971-01-01,year,"Air Transportation, Leasing, Sales"
Westwood Precision,https://www.crunchbase.com/organization/westwood-precision,"Everett, Washington, United States",,Active,For Profit,,,1982-01-01,year,"Aerospace, Manufacturing, Service Industry"
Uniflight,https://www.crunchbase.com/organization/uniflight,"Boston, Massachusetts, United States",,Active,For Profit,,,1980-01-01,year,"Aerospace, Air Transportation, Construction"
GDP Space Systems,https://www.crunchbase.com/organization/gdp-space-systems,"Horsham, Pennsylvania, United States","GDP Space Systems is a manufacturer and supplier of aerospace telemetry products. Providing reliable, innovative solutions to the telemetry and flight test communities.",Active,For Profit,,,1976-01-01,year,"Aerospace, Manufacturing, Service Industry"
Sunair Aviation,https://www.crunchbase.com/organization/sunair-aviation,"Leesburg, Florida, United States",,Active,For Profit,,,1973-01-01,year,"Aerospace, Training, Vocational Education"
CBS Fasteners,https://www.crunchbase.com/organization/cbs-fasteners,"Anaheim, California, United States",,Active,For Profit,,,1978-01-01,year,"Aerospace, Commercial, Manufacturing, Mechanical Engineering"
Galaxy Freight Services,https://www.crunchbase.com/organization/galaxy-freight-services,"Houston, Texas, United States","Galaxy Freight Services provides transportation of goods services. They also provide air freight, truck freight, same day, next day/economy, local deliveries, hot shot service, international freight services, chartered aircraft, vehicle shipping, crating, trucking, goods insurance, international luggage moves, imports, and exports.",Active,For Profit,,,1978-01-01,year,"Air Transportation, Freight Service, Transportation"
TravelAire Charter Service,https://www.crunchbase.com/organization/travelaire-charter-service,"Pueblo, Colorado, United States","TravelAire Charter Service offers aircraft charter service for business needs. They provide business charter, aeromedical flights, in-flight catering, concierge services, and aircraft maintenance services.",Active,For Profit,,,1984-01-01,year,"Aerospace, Medical, Transportation"
Quality Aircraft Tooling,https://www.crunchbase.com/organization/quality-aircraft-tooling,"Marietta, Georgia, United States","Quality Aircraft Tooling is a full-service machine shop that offers an array of services. They specialize in manufacturing and repairing tools and ground support equipment for aircraft maintenance, but their capabilities extend to many other businesses. The company specializes in aircraft ground support equipment and general to advanced machining. Additional capabilities include repair and calibration services for all aviation products. Quality Aircraft Tooling is a holder of intellectual property manufacturing rights.",Active,For Profit,,,1970-01-01,year,"Aerospace, Air Transportation, Commercial, Industrial Manufacturing, Manufacturing"
Air Trek,https://www.crunchbase.com/organization/air-trek,"Punta Gorda, Florida, United States","Air Trek offers luxury travel packages. They offer optimum service and safety in aircraft maintenance and operation. They provide inquiries through phone calls, emails, and online applications.",Active,For Profit,,,1978-01-01,year,"Air Transportation, Customer Service, Travel"
Sumisho Global Logistics,https://www.crunchbase.com/organization/sumisho-global-logistics-14a0,"New York, New York, United States","Sumisho Global Logistics offer logistics consultation, trucking, and warehousing services. They provide ocean freight services, including full container loads, less-than-container loads, non-containerized cargo, and vessel chartering. They also provide air freight services for products including vessel parts, solar cars, auto parts, and temperature-controlled meat products.",Active,For Profit,,,1983-01-01,year,"Air Transportation, Freight Service, Logistics, Warehousing"
KSM Metal Fabrication,https://www.crunchbase.com/organization/ksm-metal-fabrication,"Troy, Ohio, United States",,Active,For Profit,,,1979-01-01,year,"Aerospace, Automotive, Industrial Manufacturing, Manufacturing"
PATS Inc,https://www.crunchbase.com/organization/pats-inc,"Columbia, Maryland, United States",PATS Inc is manufactures auxiliary fuel tanks and other equipment for commercial and corporate jets.,Active,For Profit,,,1976-01-01,year,"Aerospace, Manufacturing"
Delta Airport,https://www.crunchbase.com/organization/delta-airport,"Midlothian, Virginia, United States",,Active,For Profit,,,1978-01-01,year,Aerospace
Aviosupport,https://www.crunchbase.com/organization/aviosupport,"Kirkland, Washington, United States",,Active,For Profit,,,1979-01-01,year,"Aerospace, Commercial, Wholesale"
Executive Air Taxi,https://www.crunchbase.com/organization/executive-air-taxi,"Bismarck, North Dakota, United States","Executive Air Taxi Corporation is an aviation company that offers FBO services, charters, maintenance services, flight training, scenic flights, aircraft management, aircraft rentals, aircraft sales, air medical services, and so on.",Active,For Profit,,,1973-01-01,year,"Aerospace, Fleet Management, Rental"
Aircraft Belts,https://www.crunchbase.com/organization/aircraft-belts,"Creedmoor, North Carolina, United States","Aircraft Belts manufactures aviation seatbelts, aircraft restraints, and harnesses. Their services include rewebbing, engraving, and plating. They offers customer support through email and phone contact.",Active,For Profit,,,1981-01-01,year,"Aerospace, Education, Service Industry, Training"
Chrysler Aviation,https://www.crunchbase.com/organization/chrysler-aviation,"Van Nuys, California, United States",,Active,For Profit,,,1977-01-01,year,"Air Transportation, Consulting, Travel"
Kushner & Associates,https://www.crunchbase.com/organization/kushner-associates,"Calabasas, California, United States","Kushner & Associates is a transportation management company that specialises in building shuttles for conferences and other events. They offer services for designing, planning and executing large scale transportation systems. They can be reached by phone and email.",Active,For Profit,,,1969-01-01,year,"Air Transportation, Transportation"
Swales Aerospace,https://www.crunchbase.com/organization/swales-aerospace,"Beltsville, Maryland, United States","Swales Aerospace, a premier provider of satellite components and subsystems, small spacecraft and engineering services for NASA, Department of Defense and commercial satellite customers.",Active,For Profit,,,1978-01-01,year,Aerospace
Parasol Aviation,https://www.crunchbase.com/organization/parasol-aviation,"Sunland, California, United States",,Active,For Profit,,,1984-01-01,year,"Aerospace, Interior Design, Manufacturing"
Reid Metal Finishing,https://www.crunchbase.com/organization/reid-metal-finishing,"Santa Ana, California, United States","Reid Metal Finishing focuses on the production of aviation and aerospace components. It provides anodizing, chem film, plating, NDT, and other services, among others. They provide services to industries such as aerospace, military, weapons, off-roading, and others.",Active,For Profit,,,1978-01-01,year,"Aerospace, Industrial, Manufacturing, Wholesale"
Island Air Service,https://www.crunchbase.com/organization/island-air-service,"Kodiak, Alaska, United States","Island Air Service provides aircraft charter and flight support services. Their flight support services include sparking, refueling, transportation and ground services. They offers customer support through email and phone contact.",Active,For Profit,,,1980-01-01,year,"Aerospace, Air Transportation, Facilities Support Services, Transportation"
Lasticks Aerospace,https://www.crunchbase.com/organization/lasticks-aerospace,"Bay Shore, New York, United States","Lasticks Aerospace is an aerospace parts manufacturer that provides cnc and conventional machined parts and assemblies including manual equipment, sawing, honing, grinding, and inspection services.",Active,For Profit,,,1969-01-01,year,"Aerospace, Automotive, Machinery Manufacturing"
BGM Fastener,https://www.crunchbase.com/organization/bgm-fastener,"Honesdale, Pennsylvania, United States",,Active,For Profit,,,1974-01-01,year,"Aerospace, Industrial, Manufacturing, Military, Productivity Tools"
Hurlen,https://www.crunchbase.com/organization/hurlen,"Santa Fe Springs, California, United States",,Active,For Profit,,,1981-01-01,year,"Aerospace, Air Transportation, Manufacturing"
AnWright,https://www.crunchbase.com/organization/anwright,"Pacoima, California, United States","AnWright has a wide range of applications, including spacecraft, commercial airlines, and computer-related industries, including decorative pieces using CNC Screw Machines, computer programs, and the One Piece Tooling Ball product line.",Active,For Profit,,,1968-01-01,year,"Aerospace, Commercial, Manufacturing"
Metropolitan Aircraft Parts,https://www.crunchbase.com/organization/metropolitan-aircraft-parts,"West Babylon, New York, United States",,Active,For Profit,,,1975-01-01,year,"Aerospace, Military"
Dolphin Aviation,https://www.crunchbase.com/organization/dolphin-aviation,"Sarasota, Florida, United States",,Active,For Profit,,,1969-01-01,year,"Aerospace, Air Transportation, Transportation"
Eagle Air,https://www.crunchbase.com/organization/eagle-air-accb,"Califon, New Jersey, United States","Eagle Air offers well-equipped and powerful aircraft services. They provide summer tours, winter tours, and air tours. They also offer large doors and a stretcher on which the patient can easily be loaded and unloaded.",Active,For Profit,,,1970-01-01,year,"Aerospace, Air Transportation, Travel"
Mackenzie Aircraft Parts,https://www.crunchbase.com/organization/mackenzie-aircraft-parts,"Vista, California, United States",,Active,For Profit,,,1979-01-01,day,"Aerospace, Manufacturing"
Hodge Tool,https://www.crunchbase.com/organization/hodge-tool,"Lancaster, Pennsylvania, United States",,Active,For Profit,,,1978-01-01,year,"Aerospace, Mechanical Engineering, Telecommunications"
GRA,https://www.crunchbase.com/organization/gra-0cdf,"Alexandria, Virginia, United States","GRA provides consulting services. They provide aviation economists, aviation regulators, airlines, airports, air navigation, transportation consultants, and airline planners services. They provide inquiries through phone calls and email.",Active,For Profit,,,1973-01-01,year,"Aerospace, Air Transportation, Consulting"
Skybird Aviation,https://www.crunchbase.com/organization/skybird-aviation,"Van Nuys, California, United States",Skybird Aviation is an airline hostess training academy. Their services includes airport ground handling training and pilot training. They offers customer support through email and phone contact.,Active,For Profit,,,1976-01-01,year,"Aerospace, Training"
Bartelt Aviation,https://www.crunchbase.com/organization/bartelt-aviation,"Sturgis, Michigan, United States","Bartelt Aviation was established in 1976 and is located in Sturgis, Michigan at the Kirsch Municipal Airport (IRS). The company does focus on Integrity, Honesty, Reliability, Quality Products, Customer Service, and Repeat Business. They have several services that include New and Used Aircraft Sales, Aircraft Acquisition, Aircraft Brokerage, Appraisals, and Advanced Flight Training. They specialize in the sale of the Piper Cherokee Six, Piper Lance, and Piper Saratoga. They are the ""Saratoga King"" because no one except Piper Aircraft has sold more Saratogas than us. Their Aircraft Sales Department features aircraft from Piper, Cessna, and Beechcraft. They offer new and quality pre-owned aircraft at an affordable price. If you currently own an aircraft, They do accept trades.",Active,For Profit,,,1976-01-01,year,"Aerospace, Customer Service"
Forrest Machine Products,https://www.crunchbase.com/organization/forrest-machine-products,"New Lexington, Ohio, United States","Forrest Machine Products is a provider of low-volume, precision-machined components and assemblies and offers customer service and inventory management solutions to customers. They offer aerospace, commercial and private aircraft, mass transit, valves and pumps, medical and industrial equipment, and more.",Active,For Profit,,,1979-01-01,year,"Aerospace, Industrial, Manufacturing"
A&M Aviation,https://www.crunchbase.com/organization/a-m-aviation,"Bolingbrook, Illinois, United States",,Active,For Profit,,,1973-01-01,year,"Aerospace, Air Transportation, Education, Training"
Strain Measurement Devices,https://www.crunchbase.com/organization/strain-measurement-devices-ffeb,"Wallingford, Connecticut, United States","Strain Measurement Devices provide sensors for boiler, HVAC and air handlers, breweries and wineries, chemical processing, industrial equipment, marine, and medical. They offer competitive pricing for OEM designs and applications. Their customers contact through email, phone, and online applications.",Active,For Profit,,,1978-01-01,year,"Aerospace, Food Processing, Manufacturing, Medical, Oil and Gas"
Air Safety Equipment,https://www.crunchbase.com/organization/air-safety-equipment,"Holmdel, New Jersey, United States",,Active,For Profit,,,1976-01-01,year,"Aerospace, Fleet Management, Technical Support"
Johnson-Laird,https://www.crunchbase.com/organization/johnson-laird,"Portland, Oregon, United States",,Active,For Profit,,,1977-01-01,day,"Aerospace, Drones, Software"
Cal Pacific Airmotive,https://www.crunchbase.com/organization/cal-pacific-airmotive,"Salinas, California, United States","Cal-Pacific Airmotive fabricates parts under their repair station. They restore mustangs in-house and supply parts for other builds. They offer NDT inspection services. Their restoration process accomplishes a complete overhaul of subassemblies such as hydraulics, coolant, oil actuators, and tail gear assemblies.",Active,For Profit,,,1976-01-01,year,"Aerospace, Chemical, Manufacturing"
Airshow,https://www.crunchbase.com/organization/airshow,"Tustin, California, United States","Airshow, Inc. provides a suite of cabin electronics systems for business aircraft. It offers cabin environmental control, passenger information and entertainment, and business support systems.",Active,For Profit,,,1980-01-01,year,"Aerospace, Electronics, Manufacturing"
Mid-State Aerospace,https://www.crunchbase.com/organization/mid-state-aerospace,"Olathe, Kansas, United States","Mid-State Aerospace is a manufacturer of aerospace hardware and hose assemblies for commercial and military aircraft, as well as special industrial and marine applications. Original equipment manufacturers, government organizations, and maintenance repair providers have come to rely on MSA for quality products and services. They work with the mission their clients are the most valuable asset, MSA is committed to continuous improvement and customer satisfaction. This firm has been able to prosper and grow because of its customers trusted customers' trust in the service and quality product they deliver.",Active,For Profit,,,1983-01-01,year,"Aerospace, Commercial, Manufacturing, Military, Retail"
Elite Limousine,https://www.crunchbase.com/organization/elite-limousine-of-connecticut,"Norwalk, Connecticut, United States",,Active,For Profit,,,1984-01-01,year,"Air Transportation, Limousine Service, Tourism, Travel Agency"
Greenwood Aerospace,https://www.crunchbase.com/organization/greenwood-aerospace,"Ponca City, Oklahoma, United States",,Active,For Profit,,,1982-01-01,year,"Aerospace, Logistics"
Advanced Disaster Management Simulator,https://www.crunchbase.com/organization/advanced-disaster-management-simulator,"Flushing, New York, United States",,Active,For Profit,,,1969-01-01,year,"Aerospace, Medical Device"
Trans-Tec Machine,https://www.crunchbase.com/organization/trans-tec-machine,"Houston, Texas, United States",,Active,For Profit,,,1973-01-01,year,"Aerospace, Manufacturing, Oil and Gas"
Ducommun AeroStructures New York,https://www.crunchbase.com/organization/dynabil-industries-inc,"Coxsackie, New York, United States",Ducommun AeroStructures New York is a provider of titanium and aluminum structural components and assemblies for commercial and military aerospace applications.,Active,For Profit,Grant,,1977-01-01,year,"Aerospace, Manufacturing"
Capy Machine Shop,https://www.crunchbase.com/organization/capy-machine-shop,"Melville, New York, United States",,Active,For Profit,,,1984-01-01,year,"Aerospace, Industrial Engineering, Machinery Manufacturing, Manufacturing"
Aris Helicopter,https://www.crunchbase.com/organization/aris-helicopter,"Corona, California, United States","Aris Helicopter offers external load operations, fire fighting, aerial construction and heavy lift projects, power pole and utility lines including communications survey and repair, law enforcement, frost control, seismic work, and charter services. They also perform water drop & cargo missions services.",Active,For Profit,,,1972-01-01,year,"Air Transportation, Freight Service, Transportation"
Polamer,https://www.crunchbase.com/organization/polamer,"Des Plaines, Illinois, United States",,Active,For Profit,,,1972-01-01,year,"Air Transportation, Consulting, Insurance, Shipping, Warehousing, Water Transportation"
Gama Signature,https://www.crunchbase.com/organization/gama-signature,"Shelton, Connecticut, United States","Gama Aviation is a global business aviation services organization dedicated to aircraft management, executive charter and maintenance support services. Headquartered in the US in Shelton, CT, and in the UK at Farnborough Airport, Gama is a recognized industry leader. The Group was formed in the U.K. in 1983 ultimately expanding operations into the U.S. and U.A.E. in 2008 to form Gama Aviation. Today, Gama Aviation employs over 1400 people worldwide at over 45 locations in 17 countries across five continents, making it one of the world’s leading aviation services companies. In January 2017, Gama Aviation Plc and BBA Aviation Plc announced the merger their US charter and aircraft management business interests resulting in Gama Aviation LLC taking over all operations of the Landmark Aviation Aircraft management and charter business. The combined entity now operates a fleet of over 200 aircraft, making Gama Aviation LLC the largest aircraft management business in the United States. While Gama has received widespread industry recognition — such as the 2008 Baltic Air Charter Association (BACA) Annual Excellence award for Best General Aviation Operator — the true plaudits come from our customers. Leading international companies and distinguished individuals rely on Gama to meet their demands for exceptional performance, safety and reliability. ",Active,For Profit,,,1983-01-01,year,Aerospace
Aero-K,https://www.crunchbase.com/organization/aero-k-af89,"El Monte, California, United States",,Active,For Profit,,,1984-01-01,year,"Aerospace, Commercial, Manufacturing, Mechanical Engineering"
Aircraft Interior Products,https://www.crunchbase.com/organization/aircraft-interior-products,"Wichita, Kansas, United States",,Active,For Profit,,,1974-01-01,day,"Aerospace, Manufacturing"
Eloret,https://www.crunchbase.com/organization/eloret,"Mill Valley, California, United States","Eloret is a chemical vapor sensor that attaches to a cell phone which can be used to accurately sense low levels of various gasses.The chemical sensor project initially was invented by a civil servant at NASA and now being handed over to this company for developing real world applications. This sensor interests the department of homeland security, fire and police departments and medical service providers. They offer research and engineering contract and consulting services to clients in government, industry, and academia. Their area of expertise include aerodynamic design & analysis, high energy fluid dynamics, atmospheric entry, materials characterization and surface science, computational fluid dynamics, ozonation and pollutant formation control, computational chemistry, propulsion, experimental facilities design and analysis, thermal protection materials: development, testing, and model fabrication, experimental fluid dynamics, thermal protection materials: flight test qualification, experimental gas phase and gas-surface chemistry and physical dynamics, wind tunnel/impulse facilities, flowfield diagnostics.",Active,For Profit,,,1979-01-01,year,"Aerospace, Energy, Information Technology, Life Science, Product Research"
Kentucky Airmotive,https://www.crunchbase.com/organization/kentucky-airmotive,"Mount Sterling, Kentucky, United States","Kentucky Airmotive offers aircraft maintenance services, including pre-purchase inspections, prop balancing, and aircraft weighing. They provide avionics services such as transponder checks, software installs, pitot static tests, and more. They also provide on-site testing for a wide variety of computer-based exams, including FAA, USPS, real estate, crane operator, and more.",Active,For Profit,,,1972-01-01,year,"Air Transportation, Freight Service, Training"
Antenna Associates,https://www.crunchbase.com/organization/antenna-associates,"Brockton, Massachusetts, United States",,Active,For Profit,,,1979-01-01,day,"Aerospace, Military"
East West Helicopter,https://www.crunchbase.com/organization/east-west-helicopter,"Batesville, Indiana, United States",,Active,For Profit,,,1976-01-01,year,"Aerospace, Leasing, Sales"
Aalberts Surface Technologies,https://www.crunchbase.com/organization/aalberts-surface-technologies,"Livonia, Michigan, United States",,Active,For Profit,,,1978-01-01,year,"Aerospace, Foundries, Industrial"
Volumatic,https://www.crunchbase.com/organization/volumatic-bd52,"Macon, Georgia, United States",,Active,For Profit,,,1969-01-01,year,"Aerospace, Industrial Engineering, Manufacturing"
Jet Air Group,https://www.crunchbase.com/organization/jet-air-group,"Green Bay, Wisconsin, United States",,Active,For Profit,,,1969-01-01,year,"Aerospace, Reservations, Training"
Logistics Management Engineering,https://www.crunchbase.com/organization/logistics-management-engineering,"Annapolis, Maryland, United States",,Active,For Profit,,,1971-01-01,year,"Aerospace, Industrial, Logistics"
Southwest Aero,https://www.crunchbase.com/organization/southwest-aero,"Tukwila, Washington, United States",,Active,For Profit,,,1981-01-01,year,"Aerospace, Consulting, Industrial"
L-3 Communications Cincinnati Electronics corp.,https://www.crunchbase.com/organization/l-3-communications-cincinnati-electronics-corp,"Mason, Ohio, United States","Cincinnati Electronics designs and manufactures a range of infrared (IR) detectors, imaging sensors, missile warning systems, space launch vehicle products and spacecraft electronics. These operations provide IR components, electronics, and systems reconnaissance, navigation and missile seekers for a number of U.S. launch vehicles and spacecraft electronic niche markets.",Active,For Profit,,,1972-01-01,year,"Aerospace, Electronics, Manufacturing"
Hali-Brite,https://www.crunchbase.com/organization/hali-brite,"Brainerd, Minnesota, United States",,Active,For Profit,,,1980-01-01,year,"Aerospace, Lighting, Manufacturing"
Flight Support,https://www.crunchbase.com/organization/flight-support,"North Haven, Connecticut, United States",,Active,For Profit,,,1971-01-01,year,"Aerospace, Commercial, Field Support"
Winston-Salem Transit Authority,https://www.crunchbase.com/organization/winston-salem-transit-authority,"Winston Salem, North Carolina, United States",,Active,For Profit,,,1971-01-01,year,"Aerospace, Government, Office Administration"
Coherent Technologies,https://www.crunchbase.com/organization/coherent-technologies,"Louisville, Colorado, United States","Coherent Technologies performs research, product development, and systems integration for products designed to maintain continuous, real-time operations in demanding environments and provide critical information regarding target identification and hazardous meteorological events.",Active,For Profit,,,1984-01-01,year,Aerospace
Baron Aviation Services,https://www.crunchbase.com/organization/baron-aviation-services,"Vichy, Missouri, United States",,Active,For Profit,,,1973-01-01,year,"Aerospace, Air Transportation, Automotive"
Atlantic Airlines,https://www.crunchbase.com/organization/atlantic-airlines,"Lakeland, Florida, United States",,Active,For Profit,,,1982-01-01,year,"Air Transportation, Commercial, Industrial, Transportation"
Corporate Service Supply & Manufacturing,https://www.crunchbase.com/organization/corporate-service-supply-manufacturing,"Ronkonkoma, New York, United States","Corporate Service Supply & Manufacturing provides technicians and customer support services. They provide repair and overhaul of airframe accessories for airlines, business aviation, and helicopter operators. They provide inquiries through online applications, email, and phone calls.",Active,For Profit,,,1976-01-01,year,"Aerospace, Electronics, Field Support, Technical Support"
Standard Die,https://www.crunchbase.com/organization/standard-die,"Livonia, Michigan, United States","Standard Die  provides precision drawing and stamping services to customers spanning the industrial diamond, automotive, aircraft, electrical and medical industries across the globe. They are experts in small parts made from a wide range of specialty metals spanning from copper to refractory metals to other exotic materials. They manufacture, clean, assemble and deliver unique premium parts.",Active,For Profit,,,1970-01-01,year,"Aerospace, Automotive, Customer Service, Industrial, Manufacturing"
Lee’s Enterprise,https://www.crunchbase.com/organization/lee-s-enterprise,"Chatsworth, California, United States",,Active,For Profit,,,1972-01-01,year,"Aerospace, Industrial, Manufacturing"
Aviojet,https://www.crunchbase.com/organization/aviojet,"Saddle River, New Jersey, United States",,Active,For Profit,,,1982-01-01,year,"Aerospace, Manufacturing, Sales"
Flightline Group,https://www.crunchbase.com/organization/flightline-group,"Tallahassee, Florida, United States",,Active,For Profit,,,1982-01-01,day,Air Transportation
QTpod,https://www.crunchbase.com/organization/qtpod,"Longmont, Colorado, United States",,Active,For Profit,,,1980-01-01,year,"Aerospace, Marine Transportation, Service Industry"
P&N Flight and Charter,https://www.crunchbase.com/organization/p-n-flight-and-charter,"Marion, Iowa, United States","P&N Flight and Charter is an aviation company. They offer flight training, private charter, and aircraft rental services. They also offer ground school in a classroom setting.",Active,For Profit,,,1981-01-01,year,"Aerospace, Rental, Training"
Nassau Flyers,https://www.crunchbase.com/organization/nassau-flyers,"Farmingdale, New York, United States","Nassau Flyers is an aviation company on Long Island specializing in aircraft management, aircraft sales, and flight training. As a partner of Cirrus Aircraft, the manufacturer of the most advanced and best selling single-engine aircraft, we offer a variety of options to meet the needs of both hobbyists and businesses. Whether you are interested in flight training or fulfilling the transportation needs for your business, Nassau Flyers has cost-effective solutions to take your life and your business to new heights.",Active,For Profit,,,1974-01-01,year,"Aerospace, Air Transportation, Professional Services, Training"
Central Metal Finishing,https://www.crunchbase.com/organization/central-metal-finishing,"North Andover, Massachusetts, United States",,Active,For Profit,,,1977-01-01,year,"Aerospace, Automotive, Manufacturing, Service Industry"
Colonial Coatings,https://www.crunchbase.com/organization/colonial-coatings,"Milford, Connecticut, United States",,Active,For Profit,,,1982-01-01,year,"Aerospace, Transportation"
